TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,0.0,10.2625,21.0,12.0,9.0,3.0,19.0,18.5069,28.7694,28.7701,31.8021,1.0,1.0,0.0,32.2783966064,0.476284265518,22.3159,3.6695,0.493252,1.22371566296,5.38647,32.7879,38.1852
2,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,1.0,38.1855,9.0,7.0,2.0,2.0,17.0,16.5141,54.6996,54.7001,57.7325,1.0,NA,NA,NA,NA,2.0,1.4411,0.485981,NA,1.92708,59.7399,61.6823
3,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,2.0,61.6826,21.0,18.0,3.0,2.0,16.0,15.8331,77.5157,77.5162,80.5467,0.0,1,1,80.9583364956,0.411617360152,19.5757,1.0113,0.166991,1.28838263985,2.46667,81.4755,83.9464
4,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,3.0,83.9467,21.0,12.0,9.0,3.0,18.0,17.5143,101.461,101.462,104.494,0.0,2,1,105.110387161,0.616698251382,21.4637,4.6191,0.485803,1.08330174862,6.18821,105.632,111.827
5,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,4.0,111.827,18.0,9.0,9.0,3.0,18.0,17.5143,129.341,129.342,132.374,1.0,1,1,132.966427318,0.592480534717,21.4394,1.0887,0.485791,1.10751946528,2.68201,133.475,136.174
6,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,5.0,136.174,18.0,13.0,5.0,2.0,15.0,14.5144,150.689,150.689,153.722,1.0,2,1,154.230523861,0.508926221657,18.3563,1.5734,0.485631,1.19107377834,3.25011,154.742,158.005
7,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,6.0,158.005,18.0,8.0,10.0,4.0,15.0,14.5146,172.52,172.52,175.552,0.0,1,0,175.910510102,0.358015097985,18.2055,1.2297,0.485495,1.34198490201,3.05718,176.43,179.502
8,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,7.0,179.503,17.0,5.0,12.0,2.0,15.0,14.5142,194.017,194.018,197.05,1.0,1,1,197.830571134,0.780533998783,18.6278,1.3267,0.485856,0.919466001217,2.73202,198.349,201.083
9,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,8.0,201.083,15.0,6.0,9.0,3.0,17.0,16.5143,217.598,217.598,220.631,1.0,2,0,221.158622476,0.527965026866,20.3752,5.0846,0.485764,1.17203497313,6.7424,221.679,228.43
10,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,9.0,228.43,19.0,11.0,8.0,3.0,15.0,14.5146,242.945,242.945,245.978,0.0,1,0,246.422748471,0.445064685418,18.2925,1.1477,0.485512,1.25493531458,2.88815,246.944,249.844
11,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,10.0,249.845,23.0,16.0,7.0,2.0,18.0,17.5142,267.359,267.359,270.392,0.0,2,0,271.238664524,0.846992542383,21.6941,1.0098,0.485876,0.853007457617,2.34868,271.757,274.108
12,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,11.0,274.109,18.0,14.0,4.0,2.0,15.0,14.5146,288.623,288.624,291.656,1.0,2,1,292.550683366,0.89479326077,18.7421,2.3911,0.485489,0.80520673923,3.6818,293.07,296.756
13,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,12.0,296.756,11.0,5.0,6.0,1.0,19.0,18.514,315.27,315.271,318.303,1.0,NA,NA,NA,NA,2.0,2.5575,0.486036,NA,3.04354,320.311,323.369
14,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,13.0,323.37,13.0,10.0,3.0,2.0,16.0,15.6463,339.016,339.016,342.034,0.0,NA,NA,NA,NA,2.0,1.3975,0.353737,NA,1.75124,344.04,345.8
15,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,14.0,345.8,16.0,6.0,10.0,3.0,17.0,16.5143,362.315,362.315,365.348,1.0,2,0,365.718839782,0.371233102744,20.2184,1.8808,0.485814,1.32876689726,3.69538,366.242,369.947
16,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,15.0,369.948,16.0,11.0,5.0,2.0,15.0,14.885,384.833,384.833,387.862,0.0,1,1,388.279014799,0.417381900921,18.6314,1.1749,0.11509,1.28261809908,2.57261,388.792,391.378
17,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,16.0,391.379,15.0,3.0,12.0,2.0,16.0,16.0285,407.407,407.408,410.426,1.0,2,0,410.622967997,0.197162246506,19.5445,1.2245,-0.028467,1.50283775349,2.69887,411.131,413.842
18,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,17.0,413.843,19.0,12.0,7.0,1.0,16.0,15.5144,429.357,429.358,432.39,0.0,2,0,432.718986661,0.329022859933,19.1764,1.2853,0.485627,1.37097714007,3.1419,433.241,436.39
