TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,0.0,18.766,14.0,4.0,10.0,2.0,19.0,18.5073,37.2734,37.2741,40.3062,1.0,2.0,0.0,40.8698120117,0.563594043255,22.4038,1.8631,0.492815,1.13640594482,3.49232,41.3768,44.8728
2,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,1.0,44.8731,16.0,2.0,14.0,2.0,17.0,16.5141,61.3872,61.3878,64.4201,1.0,2.0,0.0,65.0617980957,0.641743242741,20.4887,4.653,0.485965,1.05825674534,6.19722,65.5807,71.7859
3,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,2.0,71.7862,10.0,8.0,2.0,2.0,16.0,15.5146,87.3009,87.3014,90.3338,0.0,1.0,1.0,90.6698226929,0.335995674133,19.1836,2.2012,0.485447,1.36400437355,4.05065,91.1905,95.2504
4,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,3.0,95.2507,25.0,11.0,14.0,3.0,18.0,17.5142,112.765,112.765,115.798,0.0,2.0,1.0,115.997871399,0.200154960155,21.0472,2.4102,0.485837,1.49984502792,4.39588,116.517,120.914
5,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,4.0,120.914,25.0,22.0,3.0,2.0,18.0,17.9798,138.894,138.895,141.928,1.0,1.0,1.0,141.981964111,0.0539360456169,21.3676,1.048,0.0202648,1.64606392384,2.71433,142.493,145.211
6,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,5.0,145.212,19.0,8.0,11.0,3.0,15.0,14.7253,159.937,159.937,162.959,1.0,NA,NA,NA,NA,2.0,1.0587,0.274763,NA,1.33346,164.968,166.309
7,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,6.0,166.309,18.0,5.0,13.0,1.0,15.0,14.5145,180.824,180.824,183.857,0.0,2,0,184.454153078,0.597601676162,18.445,1.4961,0.4856,1.10239832384,3.0841,184.974,188.073
8,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,7.0,188.073,11.0,4.0,7.0,3.0,15.0,14.5145,202.588,202.588,205.621,1.0,2,0,206.294031603,0.673285674962,18.5207,5.4629,0.485543,1.02671432504,6.97516,206.815,213.803
9,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,8.0,213.804,17.0,5.0,12.0,2.0,17.0,16.5144,230.318,230.319,233.351,1.0,NA,NA,NA,NA,2.0,5.4629,0.485688,NA,5.94859,235.357,241.317
10,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,9.0,241.317,7.0,3.0,4.0,1.0,15.0,14.5146,255.832,255.832,258.865,0.0,2,0,259.470125165,0.605419128971,18.4529,1.7267,0.485478,1.09458087103,3.30676,259.987,263.298
11,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,10.0,263.298,18.0,5.0,13.0,3.0,18.0,17.5143,280.813,280.813,283.845,0.0,1,0,284.054215833,0.209008874304,21.056,1.0098,0.485743,1.4909911257,2.98653,284.566,287.562
12,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,11.0,287.562,9.0,5.0,4.0,1.0,15.0,14.5143,302.077,302.077,305.109,1.0,1,1,305.678232374,0.56875329676,18.416,1.3248,0.485794,1.13124670324,2.94184,306.192,309.143
13,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,12.0,309.143,18.0,5.0,13.0,3.0,19.0,18.5142,327.657,327.658,330.689,1.0,2,0,331.142358142,0.45288629163,22.2993,1.2135,0.485863,1.24711370837,2.94648,331.66,334.623
14,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,13.0,334.623,19.0,7.0,12.0,3.0,16.0,15.5147,350.138,350.138,353.171,0.0,NA,NA,NA,NA,2.0,1.3679,0.485417,NA,1.85332,355.179,357.037
15,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,14.0,357.037,17.0,10.0,7.0,4.0,17.0,16.5699,373.607,373.608,376.635,1.0,2,0,377.174357818,0.539693093991,20.437,1.5966,0.430171,1.16030690601,3.18708,377.691,380.884
16,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,15.0,380.885,13.0,3.0,10.0,2.0,15.0,14.5146,395.399,395.4,398.432,0.0,1,0,398.750375411,0.318123962359,18.1656,2.274,0.485497,1.38187603764,4.14137,399.268,403.415
17,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,16.0,403.416,18.0,2.0,16.0,2.0,16.0,15.5023,418.918,418.919,421.946,1.0,2,0,423.262391384,1.31620660217,20.1467,1.233,0.497743,0.383793397833,2.11454,423.786,425.913
18,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,17.0,425.913,10.0,7.0,3.0,2.0,16.0,15.5357,441.449,441.449,444.477,0.0,1,1,444.486463505,0.00947126092979,18.8733,1.2377,0.464375,1.69052873907,3.3926,445.003,448.41
