Trial,Resp,LR,Outcome,RT,respOnset
1,2,1,+2,0.9437105267425068,43.115738362190314
1,2,1,+2,0.6319574631197611,43.747695825310075
1,2,1,+2,0.5439923519588774,44.29168817726895
1,2,1,+8,0.5203183486883063,44.81200652595726
1,2,1,+2,1.0475856080593076,45.859592134016566
1,2,1,+8,0.5280320003221277,46.387624134338694
1,1,1,+5,0.7518662913207663,47.13949042565946
1,1,1,+5,0.4886542176682269,47.62814464332769
1,1,1,+5,0.488128322220291,48.11627296554798
1,1,1,+5,0.4552273572626291,48.57150032281061
1,1,1,+5,0.4644456110254396,49.03594593383605
1,1,1,+5,0.463721299674944,49.49966723351099
1,1,1,+5,0.48797095788177103,49.98763819139276
1,2,1,+2,0.6477480105531868,50.63538620194595
1,2,1,+8,0.5041458972700639,51.13953209921601
1,2,1,+8,0.48845455778064206,51.627986656996654
1,2,1,+8,0.6155981026677182,52.24358475966437
1,2,1,+8,0.4403750869241776,52.68395984658855
1,2,1,+2,0.8154274898697622,53.49938733645831
1,2,1,+2,0.59239930237527,54.09178663883358
1,2,1,+2,0.5521560158522334,54.643942654685816
1,1,1,+5,0.6317018238187302,55.275644478504546
1,1,1,+5,0.5836120900639798,55.859256568568526
1,1,1,+5,0.5440250066167209,56.40328157518525
2,2,1,-6,2.042474065980059,65.45956482850306
2,2,1,0,0.6317438083788147,66.09130863688188
2,2,1,0,0.6075961570750223,66.6989047939569
2,2,1,0,0.543829389687744,67.24273418364464
2,2,1,-6,0.472049480813439,67.71478366445808
2,2,1,0,0.44814285199390724,68.16292651645199
2,2,1,0,0.4318976273498265,68.59482414380182
2,1,1,-2,0.6397902264870936,69.23461437028891
2,1,1,-2,0.4727035069226986,69.70731787721161
2,1,1,-2,0.4313201064360328,70.13863798364764
2,1,1,-2,0.48842034813424107,70.62705833178188
2,1,1,-2,0.4154667376569705,71.04252506943885
2,1,1,-2,0.41593820869456977,71.45846327813342
2,1,1,-2,0.37680829042801633,71.83527156856144
2,1,1,-2,0.3596328745916253,72.19490444315306
2,1,1,-2,0.36768364666204434,72.56258808981511
2,1,1,-2,0.36786309178569354,72.9304511816008
2,1,1,-2,0.36857776224496774,73.29902894384577
2,1,1,-2,0.35159671935252845,73.6506256631983
2,1,1,-2,0.3599438713135896,74.01056953451189
2,2,1,0,0.488071409825352,74.49864094433724
2,2,1,0,0.3118843042466324,74.81052524858387
2,2,1,0,0.600432347637252,75.41095759622112
2,2,1,0,0.3115869913744973,75.72254458759562
2,2,1,0,0.5765297617617762,76.2990743493574
2,2,1,0,0.31135249986255076,76.61042684921995
2,2,1,0,0.3040170202293666,76.91444386944931
2,1,1,-2,0.7200777616235428,77.63452163107286
2,1,1,-2,0.3038655648124404,77.9383871958853
2,1,1,-2,0.5523164901678683,78.49070368605317
2,1,1,-2,0.5596544577711029,79.05035814382427
2,1,1,-2,0.49601924198213965,79.54637738580641
2,1,1,-2,0.5438713742478285,80.09024876005424
2,1,1,-2,0.48824992193840444,80.57849868199264
2,1,1,-2,0.47966330251074396,81.05816198450339
2,1,1,-2,0.568002542713657,81.62616452721704
2,1,1,-2,0.45621539384592324,82.08237992106297
2,1,1,-2,0.49610694305738434,82.57848686412035
