TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,0.0,11.922,18.0,9.0,9.0,11.0,16.0,15.9342,27.8562,27.857,30.8845,1.0,2.0,0.0,32.5378,1.65335,20.9158,1.2377,0.0659075,0.0466478,1.35026,33.0499,34.4011
2,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,1.0,34.4015,17.0,10.0,7.0,8.0,15.0,14.7774,49.1789,49.1794,52.1985,0.0,1.0,0.0,52.6258,0.427225,18.5243,1.2135,0.222679,1.27277,2.70895,53.1363,55.8485
3,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,2.0,55.8488,18.0,9.0,9.0,6.0,15.0,14.9688,70.8176,70.8182,73.846,0.0,2.0,0.0,74.3057,0.45976,18.757,1.7267,0.0312675,1.24024,2.99821,74.8213,77.8293
4,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,3.0,77.8296,21.0,10.0,11.0,20.0,15.0,14.5469,92.3765,92.377,95.41,0.0,2.0,0.0,95.8576,0.447611,18.328,1.233,0.453147,1.25239,2.93854,96.3808,99.3269
5,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,4.0,99.3272,22.0,11.0,11.0,21.0,17.0,16.8205,116.148,116.148,119.174,1.0,1.0,1.0,119.554,0.379613,20.5265,4.653,0.179563,1.32039,6.15295,120.073,126.24
6,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,5.0,126.241,20.0,10.0,10.0,17.0,15.0,14.7111,140.952,140.952,143.971,0.0,2.0,1.0,144.418,0.4466,18.4771,1.0587,0.288948,1.2534,2.60105,144.926,147.538
7,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,6.0,147.538,20.0,10.0,10.0,19.0,18.0,17.8747,165.413,165.413,168.435,0.0,1.0,1.0,168.842,0.406567,21.6035,2.4102,0.125327,1.29343,3.82896,169.356,173.201
8,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,7.0,173.202,21.0,11.0,10.0,20.0,15.0,14.5859,187.788,187.788,190.815,1.0,1.0,0.0,191.378,0.562279,18.4757,5.4629,0.414152,1.13772,7.01477,191.903,198.932
9,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,8.0,198.932,18.0,9.0,9.0,17.0,15.0,14.8997,213.832,213.832,216.863,0.0,2.0,0.0,217.362,0.498565,18.7295,1.5966,0.100416,1.20144,2.89845,217.885,220.796
10,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,9.0,220.796,25.0,12.0,13.0,24.0,19.0,19.0169,239.813,239.814,242.843,0.0,1.0,0.0,243.25,0.406281,22.7532,1.3248,-0.0167831,1.29372,2.60174,243.772,246.376
