TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,0.0,0.0340767,6.09131,6.05723,6.09163,9.12449,1.0,1.0,1.0,10.6878786087,1.56339275837,10.9538,2.5659,0.136607214808,2.70251,11.0032,13.7078
2,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,1.0,13.7384,19.7898,6.05149,19.7901,22.8229,0.0,1.0,1.0,23.4399299622,0.617012262344,10.0016,1.4355,1.08298766613,2.51849,23.766,26.2894
3,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,2.0,26.3144,32.355,6.04064,32.3552,35.3881,1.0,2.0,0.0,35.8320083618,0.44391605258,9.81764,1.61,1.2560839653,2.86608,36.1541,39.0213
4,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,3.0,39.0482,45.103,6.05479,45.1032,48.1199,1.0,2.0,0.0,49.383895874,1.2639644146,10.6357,1.783,0.43603554368,2.21904,49.7006,51.9365
5,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,4.0,51.9616,58.0189,6.05723,58.0191,61.0518,0.0,1.0,1.0,61.5518798828,0.500110626221,9.89024,1.6301,1.19988942146,2.82999,61.8672,64.7014
6,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,5.0,64.7264,70.7839,6.05746,70.7841,73.8169,1.0,1.0,1.0,74.2398223877,0.422880262136,9.81339,2.2412,1.27711975574,3.51832,74.5544,78.0834
7,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,6.0,78.108,84.1659,6.05782,84.1661,87.1986,1.0,2.0,0.0,87.6398925781,0.441328853369,9.83184,3.1124,1.25867116451,4.37107,87.9581,92.3312
8,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,7.0,92.3601,98.4138,6.05368,98.414,101.447,0.0,2.0,1.0,102.167892456,0.720854520798,10.1078,1.1412,0.979145467281,2.12035,102.483,104.614
9,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,8.0,104.646,110.696,6.04963,110.696,113.729,1.0,2.0,1.0,114.511772156,0.782500267029,10.1655,1.0075,0.91749972105,1.925,114.836,116.762
10,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,9.0,116.788,122.828,6.03987,122.828,125.86,0.0,1.0,1.0,126.423904419,0.563463747501,9.93625,2.1542,1.13653624058,3.29074,126.751,130.044
11,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,10.0,130.069,136.126,6.05721,136.127,139.159,1.0,2.0,0.0,139.783782959,0.624568402767,10.0147,1.8199,1.07543158531,2.89533,140.098,143.009
12,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,11.0,143.037,149.091,6.0548,149.092,152.125,0.0,2.0,1.0,152.727722168,0.603212058544,9.99105,4.3408,1.09678792953,5.43759,153.045,158.491
13,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,12.0,158.518,164.573,6.05502,164.573,167.606,1.0,1.0,1.0,168.05581665,0.449684709311,9.838,1.1604,1.25031530857,2.41072,168.381,170.806
14,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,13.0,170.883,176.938,6.05525,176.938,179.971,1.0,1.0,0.0,180.351776123,0.380523622036,9.76889,1.5147,1.31947636604,2.83418,180.679,183.521
15,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,14.0,183.55,189.604,6.05367,189.604,192.636,1.0,1.0,1.0,193.175827026,0.539393782616,9.92598,1.2203,1.16060626507,2.38091,193.489,195.886
16,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,15.0,195.908,201.969,6.06053,201.969,205.002,1.0,NA,NA,NA,NA,2.0,1.2245,NA,1.2245,207.014,208.252
17,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,16.0,208.274,214.334,6.05974,214.334,217.367,1.0,1,1,217.839716211,0.472736781463,9.86564,1.0825,1.22726321854,2.30976,218.164,220.484
18,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,17.0,220.507,226.566,6.0591,226.566,229.599,1.0,NA,NA,NA,NA,2.0,1.5139,NA,1.5139,231.617,233.132
