TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,0.0,8.16336,18.0,11.0,7.0,12.0,16.0,15.6363,23.7997,23.8004,26.8231,1.0,1.0,1.0,27.3071,0.483969,19.4437,1.2853,0.363846,1.21603,2.86518,27.8205,30.6899
2,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,1.0,30.6902,16.0,7.0,9.0,13.0,15.0,14.9986,45.6888,45.6893,48.7203,0.0,1.0,1.0,49.2911,0.570813,18.9009,2.5575,0.00150315,1.12919,3.68819,49.8041,53.5037
3,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,2.0,53.504,16.0,8.0,8.0,14.0,15.0,14.7,68.2039,68.2045,71.2345,0.0,1.0,0.0,71.619,0.384559,18.4151,1.1477,0.30011,1.31544,2.76325,72.1169,74.8845
4,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,3.0,74.8848,16.0,8.0,8.0,14.0,15.0,14.5831,89.4679,89.4684,92.499,0.0,1.0,1.0,93.0431,0.544094,18.4583,1.2245,0.417001,1.15591,2.79741,93.5643,96.3655
5,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,4.0,96.3658,21.0,11.0,10.0,20.0,17.0,16.7618,113.128,113.128,116.146,1.0,2.0,0.0,116.611,0.465156,20.5454,1.4411,0.238314,1.23484,2.91426,117.133,120.063
6,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,5.0,120.063,16.0,8.0,8.0,14.0,15.0,14.5314,134.594,134.595,137.627,0.0,1.0,1.0,137.661,0.0335533,17.8976,1.5734,0.468662,1.66645,3.70851,138.176,141.893
7,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,6.0,141.894,21.0,10.0,11.0,20.0,18.0,17.631,159.525,159.525,162.557,0.0,2.0,0.0,162.683,0.125638,21.0894,4.6191,0.369081,1.57436,6.56254,163.2,169.773
8,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,7.0,169.774,19.0,10.0,9.0,18.0,15.0,14.5147,184.288,184.289,187.321,1.0,1.0,0.0,187.403,0.0819097,17.9293,1.3267,0.485414,1.61809,3.4302,187.911,191.354
9,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,8.0,191.355,20.0,10.0,10.0,19.0,15.0,14.865,206.22,206.22,209.252,0.0,2.0,0.0,209.723,0.470968,18.6683,1.8808,0.135088,1.22903,3.24492,210.239,213.485
10,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,9.0,213.485,24.0,12.0,12.0,23.0,19.0,18.5143,232.0,232.0,235.032,0.0,1.0,0.0,235.427,0.394687,22.2415,2.3911,0.48577,1.30531,4.18218,235.941,240.132
11,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,10.0,240.132,20.0,10.0,10.0,18.0,18.0,17.7524,257.885,257.885,260.913,0.0,1.0,0.0,261.355,0.442314,21.5226,1.2297,0.247721,1.25769,2.73511,261.876,264.612
