TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,0.0,0.0487005,6.06342,6.01472,6.06387,9.06892,1.0,1.0,0.0,9.79157,0.722646,10.0429,1.1584,0.977354,2.13575,10.1103,12.2493
2,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,1.0,12.2899,18.3023,6.01245,18.3026,21.3114,1.0,1.0,1.0,21.6551,0.343649,9.66518,1.1342,1.35635,2.49055,21.9678,24.4602
3,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,2.0,24.5012,30.5127,6.01144,30.5129,33.5183,0.0,1.0,0.0,34.1025,0.584226,9.90128,2.5049,1.11577,3.62067,34.4189,38.0454
4,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,3.0,38.0818,44.0932,6.01146,44.0935,47.0987,1.0,1.0,1.0,47.662,0.563268,9.8802,1.3975,1.13673,2.53423,47.9757,50.5106
5,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,4.0,50.5494,56.562,6.01261,56.5626,59.567,0.0,1.0,1.0,59.9654,0.398396,9.71602,3.9403,1.3016,5.2419,60.282,65.5277
6,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,5.0,65.5642,71.5755,6.0113,71.5759,74.5794,1.0,2.0,0.0,75.1967,0.617334,9.9325,1.1622,1.08267,2.24487,75.5101,77.7584
7,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,6.0,77.792,83.7997,6.00766,83.8,86.8071,0.0,1.0,1.0,87.1242,0.317178,9.63219,1.1057,1.38282,2.48852,87.4394,89.9295
8,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,7.0,89.9714,95.9833,6.01185,95.9836,98.9914,1.0,1.0,1.0,99.6678,0.676399,9.99633,2.3911,1.0236,3.4147,99.9809,103.398
9,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,8.0,103.439,109.447,6.00875,109.448,112.456,0.0,2.0,0.0,112.779,0.322753,9.64046,4.7413,1.37725,6.11855,113.092,119.214
10,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,9.0,119.253,125.261,6.00835,125.262,128.267,0.0,2.0,1.0,129.618,1.35125,10.6653,3.4263,0.348748,3.77505,129.935,133.713
11,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,10.0,133.749,139.76,6.01105,139.761,142.764,0.0,2.0,0.0,143.202,0.437592,9.75268,1.1231,1.26241,2.38551,143.514,145.906
12,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,11.0,145.941,151.948,6.00745,151.949,154.956,0.0,2.0,0.0,155.497,0.540983,9.85631,1.2493,1.15902,2.40832,155.811,158.221
13,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,12.0,158.262,164.274,6.01191,164.274,167.279,1.0,2.0,1.0,167.761,0.481852,9.79912,1.1188,1.21815,2.33695,168.078,170.416
14,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,13.0,170.457,176.46,6.00276,176.46,179.466,0.0,2.0,0.0,179.896,0.430669,9.73913,1.1239,1.26933,2.39323,180.211,182.606
15,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,14.0,182.652,188.659,6.00745,188.66,191.665,0.0,1.0,0.0,192.752,1.08707,10.3997,1.7448,0.612928,2.35773,193.066,195.426
16,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,15.0,195.472,201.479,6.00784,201.48,204.488,1.0,2.0,1.0,205.367,0.879264,10.1956,3.1912,0.820736,4.01194,205.685,209.699
17,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,16.0,209.74,215.746,6.00615,215.746,218.753,1.0,1.0,1.0,219.087,0.333647,9.64681,1.2245,1.36635,2.59085,219.4,221.993
18,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,17.0,222.037,228.047,6.00941,228.047,231.056,1.0,2.0,1.0,231.59,0.533945,9.85287,3.6229,1.16606,4.78896,231.905,236.697
