TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,0.0,10.7958,25.0,13.0,12.0,24.0,19.0,18.8333,29.629,29.63,32.6362,0.0,1.0,1.0,33.1545410156,0.518323004246,22.6588,1.1477,0.166893,1.18167698383,2.49627,33.6628,36.1604
2,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,1.0,36.1608,20.0,10.0,10.0,19.0,19.0,18.5005,54.6613,54.662,57.6685,1.0,NA,NA,NA,NA,2.0,1.0887,0.499601,NA,1.5883,59.6759,61.2692
3,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,2.0,61.2696,22.0,11.0,11.0,20.0,16.0,16.0045,77.274,77.2747,80.2783,0.0,1,1,80.9924720134,0.714195880661,20.0229,1.0098,-0.0043723,0.985804119339,1.99123,81.5018,83.4963
4,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,3.0,83.4967,18.0,9.0,9.0,17.0,16.0,15.5035,99.0002,99.0009,102.005,0.0,1,0,103.839507033,1.83479543257,20.6428,2.5575,0.496635,-0.134795432573,2.91934,104.348,107.27
5,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,4.0,107.271,19.0,10.0,9.0,18.0,16.0,15.5041,122.775,122.776,125.782,0.0,2,0,127.510480278,1.72837950804,20.5396,4.6191,0.495966,-0.0283795080439,5.08669,128.02,133.11
6,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,5.0,133.11,22.0,11.0,11.0,21.0,17.0,16.9933,150.104,150.104,153.108,1.0,1,1,154.037349462,0.929017175717,21.2271,1.8808,0.00690599,0.770982824283,2.65869,154.546,157.206
7,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,6.0,157.206,20.0,10.0,10.0,19.0,15.0,14.5387,171.745,171.746,174.751,1.0,1,1,175.068440115,0.317206702108,18.1622,1.1749,0.461407,1.38279329789,3.0191,175.577,178.597
8,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,7.0,178.597,22.0,11.0,11.0,21.0,18.0,17.5903,196.188,196.188,199.196,1.0,2,1,199.707383809,0.511403005716,21.4101,1.2245,0.409795,1.18859699428,2.82289,200.217,203.045
9,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,8.0,203.045,21.0,10.0,11.0,20.0,16.0,15.5891,218.634,218.635,221.639,1.0,2,0,222.37839624,0.739402475767,19.6334,2.3911,0.410958,0.960597524233,3.76266,222.888,226.651
10,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,9.0,226.652,16.0,8.0,8.0,15.0,15.0,14.7596,241.411,241.412,244.418,0.0,2,0,244.889438489,0.471669131832,18.5375,1.3267,0.240547,1.22833086817,2.79558,245.398,248.197
