TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,0.0,14.7541,19.0,9.0,10.0,18.0,19.0,18.6202,33.3743,33.3752,36.3846,0.0,1.0,0.0,37.5608,1.17619,23.1067,1.7267,0.379918,0.523807,2.63043,38.0705,40.7023
2,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,1.0,40.7027,21.0,12.0,9.0,18.0,19.0,18.8741,59.5768,59.5775,62.584,1.0,2.0,0.0,64.0076,1.42363,23.6049,1.048,0.125998,0.276366,1.45036,64.5152,65.9673
3,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,2.0,65.9677,17.0,8.0,9.0,16.0,16.0,15.6586,81.6263,81.627,84.636,0.0,2.0,1.0,85.4627,0.826731,19.795,1.0098,0.341516,0.873269,2.22458,85.9722,88.2004
4,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,3.0,88.2008,21.0,11.0,10.0,20.0,16.0,15.7581,103.959,103.96,106.969,0.0,1.0,1.0,107.294,0.325008,19.393,1.2135,0.241955,1.37499,2.83045,107.802,110.634
5,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,4.0,110.635,19.0,10.0,9.0,18.0,16.0,15.502,126.137,126.138,129.141,0.0,2.0,0.0,129.477,0.33537,19.1419,2.4102,0.498086,1.36463,4.27292,129.986,134.265
6,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,5.0,134.265,24.0,12.0,12.0,23.0,17.0,16.8648,151.13,151.131,154.137,1.0,1.0,1.0,154.652,0.514481,20.6865,1.5966,0.135328,1.18552,2.91745,155.159,158.081
7,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,6.0,158.081,17.0,9.0,8.0,16.0,15.0,14.788,172.869,172.87,175.879,1.0,2.0,1.0,176.291,0.411559,18.5095,2.274,0.212061,1.28844,3.7745,176.803,180.58
8,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,7.0,180.58,22.0,10.0,12.0,16.0,18.0,17.5012,198.081,198.082,201.089,1.0,1.0,1.0,201.45,0.361029,21.1701,1.233,0.498919,1.33897,3.07089,201.959,205.033
9,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,8.0,205.034,17.0,9.0,8.0,16.0,16.0,15.5025,220.536,220.537,223.544,1.0,2.0,1.0,223.961,0.416946,19.2268,1.3248,0.497594,1.28305,3.10545,224.47,227.577
10,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,9.0,227.578,17.0,9.0,8.0,16.0,15.0,14.5699,242.148,242.148,245.154,0.0,2.0,0.0,245.48,0.326323,18.202,5.4629,0.430183,1.37368,7.26676,245.988,253.259
11,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,10.0,253.26,18.0,9.0,9.0,17.0,15.0,14.5016,267.761,267.762,270.766,0.0,2.0,1.0,271.103,0.336832,18.1429,1.8631,0.498514,1.36317,3.72478,271.613,275.342
12,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,11.0,275.343,19.0,10.0,9.0,17.0,15.0,14.772,290.115,290.115,293.124,1.0,1.0,1.0,293.582,0.45781,18.539,1.0587,0.228152,1.24219,2.52904,294.089,296.625
13,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,12.0,296.625,19.0,9.0,10.0,18.0,15.0,14.9359,311.561,311.562,314.567,1.0,1.0,1.0,315.261,0.694253,18.9356,4.653,0.064176,1.00575,5.72292,315.769,321.495
14,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,13.0,321.496,19.0,9.0,10.0,18.0,15.0,14.8709,336.367,336.367,339.374,1.0,2.0,0.0,341.028,1.65354,19.8318,5.4629,0.129185,0.0464603,5.63855,341.536,347.178
15,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,14.0,347.179,24.0,12.0,12.0,23.0,18.0,17.8815,365.06,365.061,368.065,0.0,1.0,1.0,368.371,0.30541,21.4917,1.4961,0.11863,1.39459,3.00932,368.881,371.891
16,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,15.0,371.892,22.0,11.0,11.0,21.0,18.0,17.5017,389.393,389.394,392.403,0.0,1.0,1.0,392.641,0.238716,21.0497,2.2012,0.498405,1.46128,4.16089,393.151,397.314
17,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,16.0,397.315,22.0,10.0,12.0,19.0,17.0,16.7989,414.114,414.114,417.122,0.0,2.0,1.0,417.456,0.334156,20.4418,1.2377,0.201193,1.36584,2.80474,417.965,420.774
18,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,17.0,420.774,22.0,11.0,11.0,19.0,17.0,16.685,437.459,437.46,440.467,0.0,2.0,0.0,440.975,0.508245,20.5012,1.3679,0.315151,1.19175,2.87481,441.483,444.359
