TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,0.0,0.0279508,6.06592,6.03796,6.06622,9.09892,1.0,1.0,1.0,9.56799,0.469077,9.84004,1.1412,1.23092,2.37212,9.88929,12.2657
2,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,1.0,12.2948,18.348,6.05319,18.3482,21.381,1.0,2.0,0.0,21.704,0.322963,9.70915,1.6301,1.37704,3.00714,22.0298,25.0475
3,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,2.0,25.0752,31.1297,6.05448,31.1299,34.1627,1.0,1.0,1.0,34.752,0.589233,9.97673,1.61,1.11077,2.72077,35.0735,37.796
4,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,3.0,37.8227,43.8616,6.03886,43.8618,46.8946,1.0,2.0,0.0,47.3919,0.497331,9.86922,1.0825,1.20267,2.28517,47.7103,50.0112
5,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,4.0,50.0397,56.0939,6.05411,56.0941,59.1265,1.0,1.0,0.0,59.4799,0.353338,9.74014,1.1604,1.34666,2.50706,59.8012,62.3098
6,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,5.0,62.337,68.392,6.05504,68.3923,71.425,0.0,1.0,1.0,71.4639,0.0388938,9.42692,1.5147,1.66111,3.17581,71.7828,74.9749
7,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,6.0,74.9987,81.0573,6.05861,81.0575,84.0902,0.0,2.0,0.0,84.3279,0.237696,9.6292,4.3408,1.4623,5.8031,84.639,90.4565
8,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,7.0,90.4773,96.5386,6.0613,96.5389,99.5718,0.0,2.0,0.0,99.9838,0.412064,9.80651,1.5139,1.28794,2.80184,100.307,103.122
9,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,8.0,103.144,109.204,6.06018,109.204,112.237,0.0,1.0,1.0,112.624,0.386909,9.78008,2.2412,1.31309,3.55429,112.946,116.503
10,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,9.0,116.526,122.586,6.0602,122.586,125.619,0.0,2.0,0.0,126.04,0.421022,9.81416,1.783,1.27898,3.06198,126.366,129.435
11,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,10.0,129.459,135.517,6.05895,135.518,138.551,0.0,1.0,1.0,138.968,0.41728,9.80926,1.2203,1.28272,2.50302,139.284,141.8
12,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,11.0,141.828,147.883,6.05533,147.883,150.916,1.0,1.0,1.0,151.328,0.411846,9.8002,1.0075,1.28815,2.29565,151.641,153.949
13,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,12.0,153.972,160.031,6.05906,160.031,163.064,1.0,1.0,1.0,163.664,0.599357,9.99159,3.1124,1.10064,4.21304,163.982,168.198
14,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,13.0,168.232,174.296,6.06423,174.297,177.329,1.0,1.0,0.0,177.744,0.414434,9.81161,2.1542,1.28557,3.43977,178.06,181.513
15,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,14.0,181.541,187.595,6.05361,187.595,190.628,0.0,1.0,1.0,191.184,0.555801,9.94229,1.4355,1.1442,2.5797,191.494,194.078
16,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,15.0,194.101,200.16,6.05864,200.16,203.193,1.0,1.0,1.0,203.528,0.33468,9.72636,2.5659,1.36532,3.93122,203.851,207.793
17,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,16.0,207.822,213.875,6.05326,213.875,216.908,1.0,1.0,0.0,217.288,0.37954,9.76613,1.2245,1.32046,2.54496,217.615,220.175
18,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,17.0,220.203,226.257,6.05399,226.257,229.29,1.0,1.0,0.0,229.72,0.429617,9.81671,1.8199,1.27038,3.09028,230.034,233.14
