TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,0.0,0.0319392,6.09237,6.06043,6.09269,9.12564,1.0,2.0,1.0,9.55199,0.426347,9.82005,3.4263,1.27365,4.69995,9.86898,14.5748
2,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,1.0,14.6088,20.674,6.06521,20.6743,23.7072,1.0,1.0,0.0,24.0561,0.348838,9.74721,1.1188,1.35116,2.46996,24.3891,26.8738
3,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,2.0,26.9053,32.9561,6.05081,32.9563,35.9891,1.0,1.0,0.0,36.4879,0.498853,9.88268,1.1584,1.20115,2.35955,36.8036,39.1723
4,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,3.0,39.1982,45.2544,6.0562,45.2546,48.2879,1.0,1.0,1.0,49.224,0.936066,10.3258,1.1239,0.763934,1.88783,49.5455,51.4374
5,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,4.0,51.4633,57.5199,6.0566,57.5202,60.553,1.0,2.0,0.0,62.3119,1.75888,11.1486,1.1342,-0.0588793,1.07532,62.6373,63.7195
6,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,5.0,63.7479,69.8018,6.05394,69.8021,72.8348,0.0,2.0,1.0,73.4239,0.58905,9.97598,3.6229,1.11095,4.73385,73.7457,78.4846
7,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,6.0,78.5147,84.5661,6.05143,84.5663,87.583,0.0,2.0,1.0,88.4479,0.864842,10.2332,3.1912,0.835158,4.02636,88.7757,92.8161
8,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,7.0,92.8441,98.8984,6.05424,98.8986,101.932,0.0,1.0,0.0,102.464,0.532387,9.91986,1.1057,1.16761,2.27331,102.785,105.065
9,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,8.0,105.094,111.147,6.05251,111.147,114.18,0.0,1.0,0.0,114.536,0.355739,9.74136,1.2493,1.34426,2.59356,114.862,117.463
10,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,9.0,117.488,123.545,6.05721,123.546,126.578,0.0,2.0,0.0,127.2,0.621407,10.0116,2.3911,1.07859,3.46969,127.512,130.995
11,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,10.0,131.025,137.077,6.05209,137.077,140.11,0.0,1.0,0.0,141.84,1.72935,11.1147,1.1231,-0.0293498,1.09375,142.153,143.26
12,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,11.0,143.288,149.343,6.05481,149.343,152.376,1.0,1.0,1.0,152.72,0.344118,9.73183,1.1622,1.35588,2.51808,153.04,155.559
13,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,12.0,155.628,161.691,6.06264,161.691,164.724,1.0,2.0,0.0,165.376,0.651625,10.0474,3.9403,1.04838,4.98868,165.693,170.69
14,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,13.0,170.715,176.773,6.05731,176.773,179.806,1.0,1.0,1.0,180.232,0.426077,9.81649,4.7413,1.27392,6.01522,180.55,186.572
15,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,14.0,186.599,192.654,6.0553,192.654,195.687,0.0,1.0,1.0,197.36,1.67253,11.0609,1.3975,0.0274715,1.42497,197.672,199.104
16,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,15.0,199.127,205.186,6.05945,205.186,208.219,1.0,2.0,0.0,209.72,1.50084,10.8933,1.2245,0.199162,1.42366,210.043,211.469
17,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,16.0,211.494,217.535,6.04014,217.535,220.567,1.0,2.0,0.0,220.912,0.344267,9.71724,2.5049,1.35573,3.86063,221.228,225.101
18,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,17.0,225.121,231.183,6.06201,231.183,234.216,1.0,2.0,0.0,234.728,0.511819,9.90695,1.7448,1.18818,2.93298,235.052,237.999
