TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,0.0,11.5071,12.0,6.0,6.0,11.0,15.0,14.5312,26.0383,26.0391,29.0648,1.0,2.0,0.0,30.3468,1.28208,19.1397,5.4629,0.46888,0.417924,6.3497,30.8553,37.2144
2,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,1.0,37.2147,19.0,9.0,10.0,18.0,16.0,15.5141,52.7288,52.7293,55.7617,1.0,2.0,0.0,56.6188,0.857094,19.7041,4.653,0.485971,0.842906,5.98188,57.1316,63.128
3,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,2.0,63.1283,16.0,8.0,8.0,15.0,15.0,14.5861,77.7144,77.715,80.7421,0.0,2.0,1.0,81.2748,0.532664,18.4465,1.7267,0.413938,1.16734,3.30797,81.7825,85.0919
4,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,3.0,85.0922,24.0,10.0,14.0,19.0,19.0,18.8191,103.911,103.912,106.939,0.0,2.0,0.0,107.459,0.5197,22.6666,5.4629,0.180936,1.1803,6.82414,107.979,114.805
5,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,4.0,114.806,19.0,6.0,13.0,7.0,15.0,14.5145,129.32,129.321,132.353,1.0,1.0,1.0,133.779,1.42597,19.2731,1.048,0.48557,0.274033,1.8076,134.301,136.119
6,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,5.0,136.12,22.0,13.0,9.0,17.0,17.0,16.8427,152.962,152.963,155.983,1.0,1.0,1.0,156.371,0.387285,20.5511,1.3679,0.157334,1.31272,2.83795,156.889,159.733
7,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,6.0,159.734,23.0,14.0,9.0,18.0,18.0,17.5513,177.285,177.285,180.314,1.0,2.0,1.0,180.803,0.488805,21.3691,2.2012,0.4488,1.21119,3.86119,181.321,185.197
8,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,7.0,185.197,25.0,13.0,12.0,24.0,18.0,18.02,203.217,203.218,206.244,1.0,2.0,1.0,206.755,0.510407,21.8572,2.274,-0.0199283,1.18959,3.44366,207.272,210.727
9,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,8.0,210.728,26.0,17.0,9.0,16.0,19.0,18.5143,229.242,229.242,232.274,0.0,2.0,0.0,233.85,1.57609,23.423,1.0587,0.48579,0.123911,1.6684,234.372,236.041
10,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,9.0,236.041,21.0,7.0,14.0,8.0,16.0,15.9621,252.003,252.004,255.022,0.0,2.0,0.0,255.426,0.404681,19.6851,1.233,0.0380092,1.29532,2.56633,255.946,258.521
11,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,10.0,258.522,21.0,10.0,11.0,12.0,15.0,14.7893,273.311,273.312,276.336,1.0,2.0,0.0,276.755,0.418673,18.5328,1.8631,0.210807,1.28133,3.35523,277.269,280.636
12,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,11.0,280.636,20.0,9.0,11.0,13.0,15.0,14.7952,295.431,295.432,298.45,0.0,1.0,0.0,298.97,0.520416,18.6344,1.5966,0.204841,1.17958,2.98103,299.485,302.483
13,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,12.0,302.484,21.0,11.0,10.0,7.0,15.0,14.8803,317.364,317.365,320.398,1.0,2.0,1.0,320.827,0.428949,18.6428,2.4102,0.11976,1.27105,3.80101,321.338,325.147
14,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,13.0,325.148,22.0,10.0,12.0,15.0,16.0,15.7264,340.874,340.874,343.895,0.0,2.0,0.0,344.306,0.41157,19.4588,1.3248,0.273716,1.28843,2.88695,344.817,347.711
15,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,14.0,347.712,20.0,10.0,10.0,14.0,15.0,14.5952,362.307,362.307,365.326,0.0,2.0,0.0,365.658,0.332783,18.2466,1.2135,0.404925,1.36722,2.98564,366.173,369.175
16,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,15.0,369.176,24.0,14.0,10.0,7.0,18.0,17.5142,386.69,386.69,389.723,0.0,2.0,1.0,390.122,0.399666,21.2467,1.2377,0.485856,1.30033,3.02389,390.636,393.673
17,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,16.0,393.673,22.0,11.0,11.0,21.0,16.0,15.8585,409.531,409.532,412.553,0.0,2.0,0.0,413.002,0.448866,19.6295,1.0098,0.141564,1.25113,2.4025,413.522,415.937
18,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,17.0,415.937,22.0,12.0,10.0,6.0,15.0,14.6368,430.574,430.574,433.601,1.0,2.0,0.0,434.034,0.433284,18.3973,1.4961,0.363246,1.26672,3.12606,434.548,437.684
