TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,0.0,2.50769,23.0,12.0,11.0,4.0,16.0,15.5254,18.033,18.0338,21.0518,1.0,2.0,0.0,22.9152812958,1.86344408989,20.7076,3.6695,0.474764,-0.163444146514,3.98082,23.4339,27.4181
2,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,1.0,27.4184,22.0,10.0,12.0,4.0,15.0,14.503,41.9215,41.922,44.9488,1.0,2.0,1.0,45.411365509,0.462551921606,18.2929,1.3267,0.497065,1.23744809628,3.06121,45.9326,48.999
3,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,2.0,48.9993,27.0,20.0,7.0,2.0,17.0,16.9669,65.9662,65.9667,68.9961,0.0,1.0,1.0,69.3792724609,0.383144408464,20.68,1.2297,0.0331625,1.31685554981,2.57972,69.8791,72.4628
4,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,3.0,72.4632,28.0,14.0,14.0,4.0,18.0,17.6815,90.1447,90.1452,93.1769,0.0,2.0,0.0,93.8833007812,0.706396579742,21.7201,1.0098,0.318555,0.993603408337,2.32196,94.3986,96.7267
5,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,4.0,96.727,24.0,10.0,14.0,6.0,15.0,14.6331,111.36,111.361,114.391,0.0,1.0,1.0,114.891174316,0.500315308571,18.4642,4.6191,0.366951,1.19968473911,6.18574,115.41,121.607
6,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,5.0,121.607,19.0,9.0,10.0,2.0,18.0,17.5143,139.122,139.122,142.155,0.0,1.0,0.0,142.619232178,0.464601814747,21.3119,1.2853,0.485805,1.23539817333,3.0065,143.134,146.154
7,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,6.0,146.155,16.0,4.0,12.0,2.0,19.0,18.514,164.669,164.669,167.702,1.0,2.0,0.0,168.083236694,0.381512135267,22.2286,5.0846,0.486075,1.31848788261,6.88916,168.6,175.501
8,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,7.0,175.501,24.0,17.0,7.0,2.0,16.0,15.714,191.215,191.216,194.249,0.0,1.0,1.0,194.62713623,0.378585875034,19.4259,1.3975,0.286082,1.32141411304,3.005,195.144,198.165
9,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,8.0,198.165,23.0,14.0,9.0,2.0,15.0,14.6267,212.792,212.792,215.813,0.0,1.0,1.0,217.059265137,1.24671053886,19.1941,1.1477,0.373358,0.453289479017,1.97435,217.58,219.562
10,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,9.0,219.563,23.0,14.0,9.0,1.0,15.0,14.5532,234.116,234.116,237.143,1.0,2.0,0.0,237.73109436,0.588108122349,18.4684,1.5734,0.446866,1.11189186573,3.13216,238.248,241.393
11,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,10.0,241.394,27.0,13.0,14.0,2.0,19.0,18.5471,259.941,259.941,262.974,0.0,1.0,1.0,263.267059326,0.293345153332,22.1734,1.1749,0.45299,1.40665483475,3.03454,263.789,266.84
12,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,11.0,266.84,23.0,15.0,8.0,2.0,15.0,14.8798,281.72,281.721,284.738,0.0,2.0,0.0,285.139129639,0.401499003172,18.5987,1.0887,0.120303,1.29850101471,2.5075,285.664,288.188
13,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,12.0,288.188,15.0,10.0,5.0,1.0,16.0,15.5142,303.702,303.703,306.735,1.0,2.0,1.0,307.307037354,0.571748256683,19.4188,2.3911,0.485855,1.12825167179,4.00521,307.816,311.835
14,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,13.0,311.835,21.0,12.0,9.0,4.0,15.0,14.8244,326.66,326.66,329.683,0.0,2.0,1.0,330.098999023,0.416374921799,18.5638,1.0113,0.175657,1.28362512589,2.47058,330.618,333.099
15,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,14.0,333.1,23.0,11.0,12.0,2.0,16.0,15.5141,348.614,348.614,351.647,1.0,2.0,0.0,352.3230896,0.676345348358,19.5236,1.2245,0.485969,1.02365469933,2.73412,352.834,355.58
16,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,15.0,355.58,26.0,19.0,7.0,2.0,17.0,16.5144,372.095,372.095,375.127,0.0,NA,NA,NA,NA,2.0,2.5575,0.48567,NA,3.04317,377.136,380.194
17,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,16.0,380.194,16.0,9.0,7.0,3.0,15.0,14.5145,394.709,394.709,397.742,1.0,1,0,398.306935782,0.565384527668,18.4128,1.4411,0.485558,1.13461547233,3.06127,398.825,401.891
18,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,17.0,401.891,26.0,14.0,12.0,1.0,17.0,16.7631,418.654,418.655,421.672,1.0,1,1,422.090955809,0.418942850083,20.4997,1.8808,0.237023,1.28105714992,3.39888,422.611,426.022
