TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,0.0,24.4557,17.0,8.0,9.0,15.0,16.0,15.5033,39.9589,39.9597,42.9912,1.0,1.0,1.0,43.5995254517,0.608284473419,19.4439,1.2135,0.496872,1.09171545506,2.80209,44.1116,46.9251
2,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,1.0,46.9254,16.0,8.0,8.0,15.0,15.0,14.8194,61.7449,61.7454,64.7723,1.0,2.0,1.0,65.1753005981,0.40298101306,18.5499,1.7267,0.180632,1.29701900482,3.20435,65.6852,68.9057
3,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,2.0,68.906,17.0,8.0,9.0,16.0,16.0,15.5144,84.4204,84.4209,87.4532,1.0,2.0,0.0,88.0712585449,0.618025302887,19.4653,4.653,0.485664,1.08197462559,6.22064,88.5939,94.8195
4,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,3.0,94.8198,22.0,10.0,12.0,6.0,18.0,17.7281,112.548,112.548,115.567,0.0,1.0,1.0,115.935287476,0.368624180555,21.4155,1.8631,0.271935,1.33137583733,3.46641,116.458,119.933
5,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,4.0,119.933,21.0,11.0,10.0,11.0,18.0,17.5164,137.45,137.45,140.48,1.0,2.0,0.0,141.015289307,0.534876763821,21.3818,5.4629,0.483655,1.16512322426,7.11168,141.517,148.63
6,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,5.0,148.63,21.0,12.0,9.0,2.0,15.0,15.0329,163.663,163.664,166.694,1.0,1.0,0.0,167.127304077,0.433021336794,18.797,1.5966,-0.0328424,1.26697862148,2.83074,167.653,170.494
7,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,6.0,170.494,13.0,10.0,3.0,2.0,15.0,14.5147,185.009,185.009,188.041,1.0,2.0,1.0,188.575241089,0.533915817738,18.3811,1.3248,0.485424,1.16608417034,2.97631,189.088,192.075
8,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,7.0,192.075,12.0,6.0,6.0,5.0,17.0,16.5144,208.589,208.59,211.622,0.0,NA,NA,NA,NA,2.0,1.048,0.4857,NA,1.5337,213.631,215.172
9,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,8.0,215.172,19.0,8.0,11.0,5.0,16.0,15.8679,231.04,231.041,234.07,1.0,2,0,234.439337497,0.369703674689,19.5669,1.0587,0.132152,1.33029632531,2.52115,234.951,237.486
10,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,9.0,237.486,18.0,10.0,8.0,2.0,15.0,14.5168,252.003,252.004,255.034,1.0,1,0,255.319216973,0.285297382623,18.1328,1.3679,0.483264,1.41470261738,3.26587,255.836,259.117
11,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,10.0,259.117,23.0,14.0,9.0,18.0,18.0,17.514,276.631,276.632,279.664,0.0,1,1,279.951293214,0.286851882935,21.134,1.4961,0.486031,1.41314811707,3.39528,280.471,283.881
12,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,11.0,283.881,20.0,11.0,9.0,18.0,15.0,14.8797,298.761,298.761,301.778,0.0,2,0,302.271123756,0.492707405239,18.69,2.2012,0.12035,1.20729259476,3.52884,302.767,306.311
13,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,12.0,306.311,21.0,11.0,10.0,20.0,17.0,16.5142,322.826,322.826,325.859,0.0,2,0,326.271146788,0.412336318754,20.2597,1.2377,0.48586,1.28766368125,3.01122,326.786,329.809
14,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,13.0,329.809,20.0,10.0,10.0,19.0,17.0,16.5165,346.326,346.326,349.356,1.0,2,0,349.919056123,0.562880789861,20.41,5.4629,0.483551,1.13711921014,7.08357,350.435,357.522
15,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,14.0,357.522,18.0,9.0,9.0,17.0,15.0,14.5147,372.037,372.038,375.069,0.0,2,1,375.487058042,0.417603570037,18.2647,2.274,0.4854,1.28239642996,4.0418,376.009,380.053
16,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,15.0,380.053,23.0,11.0,12.0,22.0,19.0,18.5139,398.567,398.568,401.6,1.0,1,1,402.351087432,0.751007762738,22.5979,1.0098,0.486155,0.948992237262,2.44495,402.863,405.317
17,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,16.0,405.317,18.0,9.0,9.0,17.0,16.0,15.5145,420.831,420.832,423.864,0.0,1,0,424.143235641,0.279083536007,19.1264,2.4102,0.485561,1.42091646399,4.31668,424.663,428.981
18,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,17.0,428.981,23.0,12.0,11.0,21.0,19.0,18.5162,447.497,447.498,450.528,1.0,2,0,451.079181329,0.551453308202,22.3983,1.233,0.483845,1.1485466918,2.86539,451.601,454.478
