TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,0.0,0.0738253,6.12953,6.0557,6.12985,9.1624,0.0,1.0,1.0,9.59195,0.429553,9.81813,1.4355,1.27045,2.70595,9.91281,12.6291
2,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,1.0,12.6824,18.7277,6.04525,18.7279,21.7444,1.0,1.0,0.0,22.016,0.27165,9.6336,1.61,1.42835,3.03835,22.3346,25.3775
3,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,2.0,25.4524,31.493,6.04066,31.4933,34.526,1.0,2.0,0.0,35.064,0.537978,9.9116,1.6301,1.16202,2.79212,35.3778,38.1761
4,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,3.0,38.238,44.275,6.03705,44.2753,47.3079,0.0,1.0,0.0,47.64,0.332051,9.70199,1.2203,1.36795,2.58825,47.9544,50.5579
5,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,4.0,50.6337,56.6902,6.05653,56.6904,59.7233,0.0,1.0,1.0,60.1119,0.388626,9.77821,1.0825,1.31137,2.39387,60.4233,62.8232
6,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,5.0,62.8944,68.9554,6.061,68.9557,71.9885,1.0,1.0,1.0,72.344,0.355536,9.74954,1.0075,1.34446,2.35196,72.6639,75.0218
7,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,6.0,75.0884,81.1536,6.0652,81.1539,84.1702,0.0,2.0,0.0,84.8719,0.701673,10.0835,2.1542,0.998327,3.15253,85.1905,88.3536
8,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,7.0,88.4204,94.4526,6.03225,94.4529,97.4855,0.0,2.0,0.0,98.2639,0.778388,10.1436,1.1604,0.921612,2.08201,98.5734,100.668
9,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,8.0,100.744,106.801,6.05699,106.801,109.834,1.0,1.0,0.0,110.224,0.389692,9.77985,2.2412,1.31031,3.55151,110.549,114.117
10,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,9.0,114.191,120.249,6.05801,120.25,123.283,0.0,1.0,0.0,124.464,1.18118,10.5725,1.5147,0.518822,2.03352,124.788,126.832
11,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,10.0,126.906,132.965,6.05926,132.965,135.998,0.0,1.0,0.0,136.296,0.298127,9.69032,1.8199,1.40187,3.22177,136.607,139.831
12,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,11.0,139.898,145.963,6.06439,145.963,148.979,1.0,1.0,0.0,149.336,0.356448,9.73755,4.3408,1.34355,5.68435,149.656,155.346
13,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,12.0,155.416,161.478,6.06158,161.478,164.511,1.0,1.0,1.0,164.968,0.456593,9.85131,2.5659,1.24341,3.80931,165.291,169.111
14,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,13.0,169.186,175.243,6.05738,175.243,178.276,0.0,1.0,0.0,178.592,0.315699,9.70618,1.1412,1.3843,2.5255,178.914,181.443
15,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,14.0,181.506,187.558,6.05205,187.559,190.591,0.0,2.0,0.0,190.888,0.296609,9.68142,1.5139,1.40339,2.91729,191.202,194.124
16,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,15.0,194.189,200.207,6.01767,200.207,203.24,0.0,1.0,1.0,203.64,0.399856,9.75054,1.2245,1.30014,2.52464,203.952,206.49
17,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,16.0,206.557,212.622,6.06531,212.622,215.655,0.0,2.0,0.0,216.32,0.664551,10.063,3.1124,1.03545,4.14785,216.637,220.788
18,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,17.0,220.855,226.92,6.06537,226.921,229.953,1.0,2.0,0.0,230.288,0.334277,9.73264,1.783,1.36572,3.14872,230.606,233.77
