TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,0.0,3.71752,17.0,9.0,8.0,3.0,16.0,15.5177,19.2353,19.236,22.2618,1.0,2.0,0.0,22.8212,0.55943,19.4037,2.5575,0.482379,1.14057,4.18045,23.333,27.5283
2,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,1.0,27.5287,18.0,8.0,10.0,6.0,15.0,14.5206,42.0493,42.0498,45.076,1.0,2.0,0.0,45.4293,0.353285,18.2006,1.1477,0.479473,1.34672,2.97389,45.9298,48.9091
3,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,2.0,48.9094,19.0,8.0,11.0,3.0,16.0,15.7343,64.6437,64.6442,67.6733,1.0,2.0,1.0,68.0533,0.379958,19.4439,1.4411,0.265726,1.32004,3.02687,68.5712,71.6064
4,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,3.0,71.6067,18.0,10.0,8.0,1.0,18.0,17.514,89.1207,89.1213,92.1537,0.0,1.0,0.0,92.7252,0.571482,21.4185,3.6695,0.486028,1.12852,5.28405,93.2346,98.5198
5,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,4.0,98.5201,22.0,9.0,13.0,1.0,18.0,17.5165,116.037,116.037,119.067,1.0,1.0,1.0,119.509,0.442115,21.2891,5.0846,0.483582,1.25788,6.82607,120.031,126.867
6,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,5.0,126.867,19.0,8.0,11.0,1.0,15.0,14.8904,141.757,141.758,144.781,1.0,1.0,1.0,145.877,1.09628,19.3102,1.8808,0.10964,0.603721,2.59416,146.376,148.98
7,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,6.0,148.981,17.0,9.0,8.0,15.0,15.0,14.5148,163.496,163.496,166.528,1.0,2.0,1.0,167.413,0.884734,18.7323,2.3911,0.48524,0.815266,3.69161,167.921,171.628
8,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,7.0,171.628,22.0,9.0,13.0,1.0,17.0,16.903,188.531,188.532,191.558,0.0,2.0,0.0,191.917,0.358636,20.5889,1.0887,0.0970889,1.34136,2.52715,192.439,194.975
9,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,8.0,194.976,19.0,10.0,9.0,17.0,16.0,15.5145,210.49,210.491,213.523,1.0,2.0,0.0,213.933,0.410206,19.2574,1.5734,0.4856,1.28979,3.34879,214.458,217.823
10,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,9.0,217.823,20.0,10.0,10.0,19.0,15.0,14.7539,232.577,232.578,235.604,1.0,2.0,0.0,236.013,0.409629,18.4901,1.3975,0.246139,1.29037,2.93401,236.534,239.47
11,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,10.0,239.471,17.0,9.0,8.0,16.0,18.0,17.5142,256.985,256.985,260.017,0.0,2.0,0.0,260.293,0.275555,21.1225,1.2297,0.485895,1.42445,3.14004,260.805,263.95
12,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,11.0,263.951,16.0,8.0,8.0,15.0,15.0,14.5146,278.465,278.466,281.498,0.0,2.0,1.0,281.853,0.354714,18.2023,1.0113,0.485485,1.34529,2.84207,282.366,285.215
13,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,12.0,285.215,12.0,6.0,6.0,11.0,17.0,16.5142,301.729,301.73,304.762,0.0,2.0,0.0,305.221,0.458767,20.3058,1.2853,0.485877,1.24123,3.01241,305.744,308.762
14,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,13.0,308.762,22.0,11.0,11.0,21.0,17.0,16.5168,325.279,325.28,328.31,1.0,2.0,0.0,328.765,0.455441,20.3025,1.3267,0.483254,1.24456,3.05451,329.28,332.343
15,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,14.0,332.343,22.0,11.0,11.0,21.0,15.0,14.6475,346.991,346.991,350.023,0.0,2.0,0.0,350.397,0.373602,18.3539,1.1749,0.35261,1.3264,2.85391,350.918,353.773
16,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,15.0,353.774,22.0,10.0,12.0,20.0,19.0,18.5143,372.288,372.288,375.321,1.0,1.0,0.0,375.733,0.412131,22.2592,1.0098,0.485818,1.28787,2.78349,376.242,379.037
17,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,16.0,379.038,17.0,8.0,9.0,16.0,16.0,15.5144,394.552,394.553,397.585,0.0,1.0,1.0,397.925,0.340078,19.1872,4.6191,0.485717,1.35992,6.46474,398.444,404.918
18,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,17.0,404.918,19.0,10.0,9.0,15.0,19.0,18.514,423.432,423.432,426.465,1.0,2.0,0.0,426.981,0.516219,22.3629,1.2245,0.486113,1.18378,2.89439,427.499,430.398
