TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,0.0,18.2827,19.0,7.0,12.0,10.0,15.0,14.9645,33.2472,33.2479,36.2776,0.0,2.0,0.0,37.0344,0.756864,19.0517,1.233,0.035661,0.943136,2.2118,37.5495,39.7776
2,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,1.0,39.7779,21.0,9.0,12.0,4.0,17.0,16.6615,56.4394,56.44,59.4574,1.0,1.0,0.0,60.1705,0.713101,20.6926,5.4629,0.338569,0.986899,6.78837,60.6944,67.4908
3,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,2.0,67.4911,24.0,14.0,10.0,3.0,18.0,17.6883,85.1794,85.1799,88.2047,0.0,1.0,1.0,88.8504,0.645762,21.6594,1.8631,0.311734,1.05424,3.22907,89.3724,92.6044
4,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,3.0,92.6047,23.0,12.0,11.0,3.0,18.0,17.5144,110.119,110.12,113.152,1.0,1.0,1.0,114.266,1.11457,21.9617,1.5966,0.485681,0.585431,2.66771,114.79,117.468
5,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,4.0,117.469,20.0,7.0,13.0,2.0,15.0,14.9233,132.392,132.393,135.415,0.0,1.0,0.0,135.866,0.450925,18.6976,2.4102,0.0767305,1.24908,3.73601,136.382,140.132
6,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,5.0,140.133,19.0,8.0,11.0,5.0,15.0,14.6186,154.751,154.752,157.78,1.0,1.0,0.0,158.058,0.278113,18.2257,1.2377,0.381441,1.42189,3.04103,158.566,161.613
7,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,6.0,161.613,21.0,5.0,16.0,2.0,15.0,14.8238,176.437,176.437,179.461,1.0,2.0,0.0,179.994,0.533567,18.6815,1.048,0.176261,1.16643,2.39069,180.504,182.911
8,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,7.0,182.911,20.0,13.0,7.0,3.0,16.0,15.9153,198.826,198.827,201.858,1.0,1.0,1.0,202.402,0.544505,19.7913,1.3679,0.0847537,1.15549,2.60815,202.926,205.541
9,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,8.0,205.542,21.0,10.0,11.0,1.0,15.0,14.7672,220.309,220.309,223.339,0.0,2.0,0.0,223.746,0.407271,18.5048,2.2012,0.232888,1.29273,3.72682,224.266,228.006
10,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,9.0,228.006,13.0,7.0,6.0,1.0,15.0,14.5143,242.52,242.521,245.553,0.0,1.0,0.0,246.074,0.521202,18.3683,4.653,0.485811,1.1788,6.31761,246.583,252.902
11,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,10.0,252.903,24.0,11.0,13.0,3.0,18.0,17.7381,270.641,270.641,273.666,1.0,2.0,0.0,274.002,0.335843,21.3995,5.4629,0.262017,1.36416,7.08907,274.519,281.616
12,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,11.0,281.616,20.0,9.0,11.0,1.0,16.0,15.5145,297.131,297.131,300.163,0.0,2.0,0.0,300.547,0.383191,19.2304,1.3248,0.4856,1.31681,3.12721,301.068,304.197
13,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,12.0,304.197,22.0,12.0,10.0,2.0,17.0,16.7762,320.973,320.974,323.994,0.0,2.0,0.0,324.386,0.392406,20.4894,1.0587,0.223849,1.30759,2.59014,324.899,327.494
14,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,13.0,327.494,25.0,7.0,18.0,1.0,19.0,18.8176,346.312,346.312,349.341,1.0,1.0,0.0,349.714,0.373166,22.52,1.7267,0.182476,1.32683,3.23601,350.239,353.491
15,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,14.0,353.491,18.0,3.0,15.0,2.0,15.0,14.9608,368.452,368.452,371.472,0.0,1.0,0.0,371.754,0.282589,18.563,1.0098,0.039288,1.41741,2.4665,372.27,374.738
16,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,15.0,374.739,19.0,4.0,15.0,1.0,15.0,14.5146,389.253,389.254,392.286,0.0,2.0,0.0,392.65,0.36411,18.2116,2.274,0.485435,1.33589,4.09532,393.171,397.269
17,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,16.0,397.269,26.0,20.0,6.0,6.0,19.0,18.9921,416.261,416.263,419.283,0.0,1.0,1.0,419.586,0.303228,22.6167,1.2135,0.00795978,1.39677,2.61823,420.108,422.733
18,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,17.0,422.733,22.0,12.0,10.0,3.0,16.0,15.5147,438.248,438.248,441.28,1.0,2.0,0.0,441.554,0.273578,19.1211,1.4961,0.485406,1.42642,3.40793,442.075,445.497
