TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,0.0,0.0267599,6.0675,6.04074,6.06782,9.10037,0.0,2.0,0.0,9.91203975677,0.811671793461,10.1853,1.3975,0.888328194618,2.28583,10.2296,12.5172
2,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,1.0,12.5496,18.5994,6.04977,18.5996,21.6322,1.0,1.0,0.0,22.3759250641,0.743720829487,10.1263,2.5049,0.956279158592,3.46118,22.7021,26.1655
3,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,2.0,26.1944,32.2475,6.05312,32.2477,35.2808,0.0,1.0,0.0,36.2559204102,0.975086092949,10.3616,3.9403,0.72491389513,4.66521,36.5771,41.2471
4,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,3.0,41.2806,47.346,6.06541,47.3463,50.3786,1.0,1.0,0.0,50.9919166565,0.613313853741,10.0113,1.2493,1.08668613434,2.33599,51.3163,53.6622
5,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,4.0,53.6882,59.7282,6.03998,59.7284,62.7608,0.0,2.0,0.0,63.7680206299,1.00723409653,10.3798,1.1342,0.692765951157,1.82697,64.0912,65.9275
6,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,5.0,65.9512,72.0098,6.05859,72.0101,75.0429,0.0,2.0,0.0,76.1438980103,1.10100960732,10.4926,1.1622,0.598990321159,1.76119,76.4637,78.2262
7,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,6.0,78.257,84.3079,6.05094,84.3081,87.3409,1.0,1.0,0.0,87.9679489136,0.627035915852,10.011,1.2245,1.07296407223,2.29746,88.2913,90.5913
8,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,7.0,90.6164,96.6569,6.0404,96.6571,99.6899,1.0,1.0,0.0,100.279830933,0.589885771275,9.96338,4.7413,1.1101142168,5.85141,100.593,106.456
9,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,8.0,106.485,112.522,6.03629,112.522,115.555,1.0,1.0,0.0,116.159980774,0.605209887028,9.97449,1.1239,1.09479010105,2.21869,116.483,118.704
10,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,9.0,118.732,124.787,6.0553,124.787,127.82,1.0,1.0,1.0,128.991867065,1.17180871964,10.5603,3.4263,0.528191328049,3.95449,129.305,133.269
11,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,10.0,133.291,139.352,6.06103,139.352,142.385,0.0,2.0,0.0,143.247833252,0.862856984138,10.2568,1.7448,0.837143003941,2.58194,143.558,146.152
12,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,11.0,146.177,152.217,6.04039,152.218,155.25,0.0,1.0,1.0,156.479812622,1.22959971428,10.6029,1.1188,0.470400303602,1.5892,156.793,158.384
13,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,12.0,158.411,164.466,6.05477,164.466,167.499,1.0,2.0,0.0,168.431777954,0.933083236217,10.3209,3.1912,0.766916751862,3.95812,168.737,172.698
14,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,13.0,172.767,178.831,6.06371,178.831,181.864,1.0,2.0,0.0,182.823776245,0.960102915764,10.3566,1.1231,0.739897072315,1.863,183.15,185.014
15,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,14.0,185.041,191.096,6.05403,191.096,194.112,1.0,1.0,1.0,195.2237854,1.11144602299,10.4823,2.3911,0.588554024696,2.97965,195.546,198.529
16,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,15.0,198.554,204.611,6.05686,204.611,207.644,1.0,1.0,1.0,208.311737061,0.667625486851,10.0575,3.6229,1.03237450123,4.65527,208.63,213.294
17,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,16.0,213.324,219.359,6.03482,219.359,222.392,1.0,1.0,0.0,223.383758545,0.991434931755,10.3596,1.1057,0.708565056324,1.81427,223.704,225.526
18,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,17.0,225.554,231.575,6.02052,231.575,234.608,0.0,NA,NA,NA,NA,2.0,1.1584,NA,1.1584,236.621,237.791
