TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,0.0,34.0594,17.0,7.0,10.0,2.0,16.0,15.7127,49.7721,49.7729,52.7898,0.0,1.0,0.0,53.4750709534,0.685271322727,19.7157,2.5575,0.28739,1.01472866535,3.85962,53.9971,57.873
2,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,1.0,57.8733,25.0,13.0,12.0,3.0,19.0,18.8386,76.712,76.7125,79.7366,1.0,1.0,1.0,80.4750518799,0.738430559635,22.9017,1.0098,0.161455,0.961569428444,2.13282,80.9959,83.1366
3,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,2.0,83.1369,22.0,12.0,10.0,4.0,17.0,16.6633,99.8002,99.8007,102.834,0.0,1.0,1.0,103.355117798,0.521085619926,20.5182,4.6191,0.336752,1.17891442776,6.13477,103.869,110.017
4,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,3.0,110.017,15.0,9.0,6.0,2.0,15.0,14.6399,124.657,124.658,127.681,1.0,1.0,1.0,128.251251221,0.570174157619,18.5339,1.5734,0.360158,1.12982583046,3.06338,128.775,131.848
5,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,4.0,131.848,21.0,8.0,13.0,2.0,15.0,14.9209,146.769,146.769,149.795,0.0,1.0,0.0,150.37902832,0.583839893341,18.8311,1.0887,0.0791874,1.11616003513,2.28405,150.886,153.178
6,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,5.0,153.179,21.0,10.0,11.0,2.0,15.0,15.0153,168.194,168.195,171.226,0.0,1.0,1.0,172.258972168,1.03297901154,19.3803,1.8808,-0.0152539,0.667020976543,2.53257,172.774,175.309
7,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,6.0,175.31,21.0,12.0,9.0,2.0,15.0,14.5147,189.824,189.825,192.857,0.0,1.0,1.0,194.13899231,1.28205776215,19.1295,1.2853,0.485352,0.417942255735,2.18859,194.658,196.857
8,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,7.0,196.857,20.0,13.0,7.0,2.0,15.0,14.8808,211.738,211.738,214.771,1.0,2.0,1.0,215.291091919,0.520156025887,18.734,2.3911,0.119275,1.1798440218,3.69022,215.807,219.504
9,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,8.0,219.504,25.0,16.0,9.0,3.0,19.0,19.0364,238.541,238.541,241.568,0.0,1.0,1.0,242.066940308,0.499184042215,22.8626,5.0846,-0.0363656,1.20081591606,6.24905,242.579,248.834
10,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,9.0,248.834,22.0,16.0,6.0,2.0,16.0,15.8171,264.651,264.652,267.681,0.0,1.0,1.0,268.234893799,0.553429543972,19.7006,1.3267,0.182975,1.14657044411,2.65624,268.749,271.415
11,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,10.0,271.415,23.0,8.0,15.0,2.0,18.0,17.883,289.298,289.299,292.328,0.0,2.0,1.0,292.723022461,0.39456358552,21.608,1.2297,0.1171,1.30543637276,2.65224,293.239,295.895
12,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,11.0,295.895,17.0,11.0,6.0,1.0,16.0,15.7149,311.61,311.611,314.642,0.0,2.0,1.0,315.20300293,0.560924172401,19.6075,1.4411,0.285189,1.13907587528,2.86536,315.725,318.593
13,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,12.0,318.593,23.0,12.0,11.0,4.0,17.0,16.7261,335.319,335.32,338.34,0.0,1.0,0.0,338.930877686,0.591015100479,20.638,1.0113,0.273951,1.1089849472,2.39424,339.449,341.857
14,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,13.0,341.857,25.0,14.0,11.0,2.0,18.0,17.9268,359.784,359.784,362.803,0.0,NA,NA,NA,NA,2.0,3.6695,0.0732318,NA,3.74273,364.809,368.554
15,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,14.0,368.554,20.0,11.0,9.0,3.0,17.0,16.737,385.291,385.291,388.317,0.0,1,1,389.834798977,1.51740949415,21.581,1.2245,0.263089,0.182590505853,1.67018,390.346,392.017
16,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,15.0,392.018,21.0,13.0,8.0,2.0,18.0,17.6861,409.704,409.704,412.731,1.0,1,1,413.506898779,0.775751763955,21.7892,1.3975,0.313983,0.924248236045,2.63573,414.009,416.648
17,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,16.0,416.648,20.0,10.0,10.0,3.0,15.0,14.8957,431.544,431.544,434.562,1.0,1,1,435.690738322,1.1286723502,19.3426,1.1749,0.10433,0.571327649802,1.85056,436.209,438.062
