TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,0.0,15.9735,19.0,10.0,9.0,4.0,16.0,15.5013,31.4749,31.4756,34.5078,1.0,2.0,1.0,34.821,0.31318,19.1475,2.4102,0.498788,1.38682,4.29581,35.3331,39.6411
2,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,1.0,39.6415,13.0,6.0,7.0,3.0,16.0,15.5142,55.1557,55.1562,58.1883,1.0,1.0,0.0,58.5011,0.312772,19.1597,1.0098,0.485858,1.38723,2.88289,59.0163,61.9051
3,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,2.0,61.9053,19.0,7.0,12.0,7.0,15.0,14.8196,76.7249,76.7254,79.7526,1.0,1.0,1.0,80.1091,0.356482,18.5037,1.3679,0.180482,1.34352,2.8919,80.6201,83.5191
4,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,3.0,83.5194,21.0,13.0,8.0,2.0,16.0,15.5145,99.0339,99.0344,102.067,1.0,2.0,1.0,102.389,0.322381,19.1696,2.274,0.48561,1.37762,4.13723,102.9,107.05
5,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,4.0,107.05,19.0,10.0,9.0,4.0,15.0,14.9178,121.968,121.968,124.997,1.0,1.0,0.0,125.381,0.383669,18.631,1.2135,0.082288,1.31633,2.61212,125.896,128.514
6,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,5.0,128.514,19.0,11.0,8.0,3.0,17.0,16.5142,145.028,145.029,148.061,1.0,1.0,1.0,148.405,0.343694,20.1908,1.2377,0.485895,1.35631,3.0799,148.924,152.011
7,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,6.0,152.012,18.0,9.0,9.0,3.0,15.0,14.5145,166.526,166.527,169.559,1.0,1.0,1.0,169.925,0.366048,18.2133,1.8631,0.485545,1.33395,3.6826,170.433,174.125
8,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,7.0,174.126,17.0,10.0,7.0,2.0,18.0,17.5142,191.64,191.64,194.673,0.0,1.0,0.0,195.181,0.508395,21.3554,4.653,0.485908,1.19161,6.33051,195.693,202.039
9,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,8.0,202.039,24.0,12.0,12.0,2.0,19.0,18.5344,220.573,220.574,223.602,1.0,2.0,1.0,223.845,0.242426,22.106,1.3248,0.465676,1.45757,3.24805,224.36,227.619
10,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,9.0,227.619,24.0,16.0,8.0,3.0,19.0,18.5736,246.193,246.193,249.216,1.0,2.0,0.0,249.501,0.284752,22.1816,1.4961,0.426481,1.41525,3.33783,250.01,253.349
11,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,10.0,253.35,23.0,10.0,13.0,3.0,17.0,16.5143,269.864,269.865,272.897,0.0,2.0,0.0,273.213,0.316006,20.1631,1.048,0.485729,1.38399,2.91772,273.725,276.647
