TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,0.0,6.32357,18.0,8.0,10.0,16.0,15.0,14.7658,21.0893,21.0901,24.1158,0.0,2.0,1.0,24.5312023163,0.415419101715,18.5076,1.4961,0.234346,1.28458094597,3.01503,25.0487,28.0662
2,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,1.0,28.0666,17.0,9.0,8.0,14.0,15.0,14.7834,42.85,42.8505,45.8799,1.0,1.0,1.0,46.2596588135,0.379783421755,18.4931,1.5966,0.216677,1.32021653652,3.13349,46.7781,49.9137
3,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,2.0,49.914,12.0,8.0,4.0,6.0,15.0,14.9001,64.8141,64.8146,67.8444,1.0,2.0,0.0,67.9552230835,0.11081764847,18.3412,1.7267,0.100015,1.58918237686,3.4159,68.4762,71.8944
4,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,3.0,71.8947,18.0,6.0,12.0,11.0,16.0,15.5145,87.4092,87.4098,90.4417,1.0,1.0,0.0,90.9390945435,0.497359007597,19.3444,1.233,0.485584,1.20264101028,2.92122,91.4568,94.3918
5,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,4.0,94.3921,13.0,7.0,6.0,9.0,16.0,15.5053,109.897,109.898,112.923,0.0,1.0,0.0,113.491149902,0.568622469902,19.3991,2.4102,0.494782,1.13137757778,4.03636,114.013,118.056
6,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,5.0,118.056,21.0,11.0,10.0,9.0,17.0,16.8666,134.923,134.923,137.953,0.0,2.0,0.0,138.538986206,0.586082935333,20.783,1.2377,0.13346,1.11391711235,2.48508,139.053,141.553
7,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,6.0,141.553,16.0,8.0,8.0,15.0,15.0,14.5145,156.068,156.068,159.1,0.0,2.0,1.0,159.162994385,0.0625035613775,17.9098,5.4629,0.485602,1.63749647141,7.586,159.675,167.267
8,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,7.0,167.267,14.0,5.0,9.0,6.0,15.0,14.5145,181.781,181.782,184.815,1.0,2.0,1.0,185.010940552,0.19642688334,18.0441,4.653,0.485565,1.50357317924,6.64214,185.529,192.18
9,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,8.0,192.181,19.0,10.0,9.0,17.0,18.0,17.9757,210.157,210.157,213.178,0.0,1.0,1.0,213.346893311,0.169236540794,21.4661,1.3248,0.0243381,1.53076350689,2.8799,213.865,216.761
10,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,9.0,216.761,6.0,3.0,3.0,5.0,18.0,18.0305,234.792,234.792,237.825,0.0,2.0,0.0,238.139053345,0.314288675785,21.678,1.048,-0.0304198,1.38571131229,2.40329,238.658,241.075
