TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,0.0,11.0513,8.0,3.0,5.0,6.0,15.0,14.5082,25.5595,25.5603,28.5923,1.0,1.0,1.0,30.1069583893,1.51470077038,19.3556,5.4629,0.491933,0.185299277306,6.14013,30.6276,36.7752
2,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,1.0,36.7755,10.0,5.0,5.0,9.0,18.0,17.514,54.2895,54.2901,57.3224,1.0,2.0,0.0,58.8669586182,1.54458355904,22.3914,2.274,0.486096,0.15541639924,2.91551,59.3823,62.3055
3,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,2.0,62.3058,10.0,5.0,5.0,9.0,15.0,14.5144,76.8202,76.8207,79.8531,0.0,1.0,1.0,80.5709075928,0.717824101448,18.5651,1.3679,0.485645,0.982175946236,2.83572,81.0846,83.9364
4,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,3.0,83.9367,9.0,5.0,4.0,8.0,15.0,14.9237,98.8604,98.8609,101.884,0.0,NA,NA,NA,NA,2.0,1.7267,0.076357,NA,1.80306,103.891,105.701
5,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,4.0,105.701,7.0,3.0,4.0,6.0,15.0,14.5142,120.215,120.216,123.248,0.0,1,0,123.690869719,0.442682107911,18.29,1.048,0.4859,1.25731789209,2.79122,124.205,126.998
6,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,5.0,126.998,9.0,5.0,4.0,8.0,16.0,15.5145,142.513,142.513,145.545,0.0,1,1,146.306831947,0.761362161487,19.6087,1.233,0.485559,0.938637838513,2.6572,146.832,149.495
7,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,6.0,149.496,13.0,7.0,6.0,12.0,16.0,15.5143,165.01,165.011,168.043,1.0,NA,NA,NA,NA,2.0,2.4102,0.485765,NA,2.89596,170.05,172.959
8,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,7.0,172.96,12.0,6.0,6.0,10.0,15.0,14.5144,187.474,187.474,190.507,1.0,2,1,190.938880246,0.431961834431,18.2793,1.2135,0.485692,1.26803816557,2.96723,191.456,194.44
9,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,8.0,194.44,17.0,8.0,9.0,16.0,15.0,14.5167,208.957,208.958,211.988,1.0,2,0,212.570816781,0.58312478289,18.4304,1.2377,0.483341,1.11687521711,2.83792,213.094,215.938
10,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,9.0,215.938,16.0,9.0,7.0,14.0,17.0,16.8731,232.811,232.812,235.835,0.0,2,0,236.490753423,0.655799262226,20.8528,1.5966,0.126968,1.04420073777,2.76777,237.005,239.785
