TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,0.0,16.9435,24.0,13.0,11.0,9.0,18.0,17.5013,34.4449,34.4456,37.4775,1.0,1.0,1.0,38.3112,0.833705,21.6677,1.2377,0.498802,0.866295,2.6028,38.8195,41.4278
2,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,1.0,41.4281,21.0,11.0,10.0,5.0,15.0,14.5143,55.9424,55.9429,58.9752,0.0,1.0,1.0,59.6231,0.647906,18.495,2.2012,0.485762,1.05209,3.73906,60.1409,63.8914
3,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,2.0,63.8917,22.0,10.0,12.0,2.0,15.0,14.7237,78.6154,78.6159,81.6392,0.0,1.0,0.0,82.527,0.887856,18.9353,2.4102,0.27639,0.812144,3.49873,83.0424,86.5557
4,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,3.0,86.556,22.0,9.0,13.0,4.0,15.0,14.5162,101.072,101.073,104.103,1.0,1.0,0.0,104.807,0.70385,18.5511,1.7267,0.48388,0.99615,3.20673,105.319,108.537
5,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,4.0,108.537,26.0,13.0,13.0,2.0,17.0,16.8476,125.384,125.385,128.417,1.0,1.0,0.0,128.887,0.470083,20.6502,1.0098,0.152447,1.22992,2.39216,129.407,131.8
6,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,5.0,131.801,24.0,12.0,12.0,2.0,16.0,15.5145,147.315,147.316,150.348,1.0,1.0,1.0,150.839,0.491205,19.3383,4.653,0.485602,1.20879,6.3474,151.354,157.714
7,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,6.0,157.714,26.0,7.0,19.0,2.0,17.0,16.5491,174.263,174.264,177.294,0.0,1.0,0.0,177.711,0.416633,20.2967,5.4629,0.450945,1.28337,7.19721,178.222,185.427
8,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,7.0,185.428,27.0,11.0,16.0,5.0,18.0,17.5163,202.944,202.945,205.975,0.0,2.0,0.0,206.447,0.472397,21.3194,1.233,0.483807,1.2276,2.94441,206.966,209.925
9,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,8.0,209.925,28.0,14.0,14.0,5.0,19.0,18.5132,228.438,228.439,231.472,1.0,2.0,0.0,231.783,0.311024,22.158,1.4961,0.486897,1.38898,3.37197,232.302,235.688
10,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,9.0,235.689,26.0,13.0,13.0,3.0,17.0,16.5185,252.207,252.208,255.236,0.0,2.0,0.0,255.879,0.64316,20.4902,1.3248,0.481529,1.05684,2.86317,256.401,259.269
11,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,10.0,259.269,24.0,11.0,13.0,2.0,15.0,15.0444,274.314,274.314,277.333,0.0,1.0,1.0,278.823,1.48982,19.8537,1.5966,-0.0443378,0.210177,1.76244,279.332,281.1
12,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,11.0,281.1,30.0,14.0,16.0,4.0,19.0,18.6294,299.729,299.73,302.747,1.0,2.0,0.0,303.655,0.907978,22.855,5.4629,0.370689,0.792022,6.62561,304.171,310.813
13,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,12.0,310.813,24.0,11.0,13.0,3.0,16.0,15.6128,326.426,326.426,329.444,1.0,2.0,0.0,330.911,1.46701,20.3977,1.0587,0.387296,0.232993,1.67899,331.431,333.11
14,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,13.0,333.111,23.0,12.0,11.0,2.0,15.0,14.6406,347.751,347.752,350.775,1.0,1.0,0.0,351.207,0.43231,18.3962,2.274,0.359504,1.26769,3.90119,351.723,355.641
15,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,14.0,355.642,23.0,14.0,9.0,2.0,15.0,14.5225,370.164,370.165,373.189,0.0,1.0,0.0,373.727,0.538168,18.3853,1.048,0.477528,1.16183,2.68736,374.249,376.939
16,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,15.0,376.939,25.0,8.0,17.0,3.0,16.0,15.7985,392.737,392.738,395.769,1.0,1.0,1.0,396.223,0.453449,19.5839,1.8631,0.201579,1.24655,3.31123,396.742,400.069
17,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,16.0,400.07,23.0,11.0,12.0,1.0,15.0,14.553,414.623,414.623,417.65,0.0,2.0,0.0,418.071,0.42054,18.3011,1.3679,0.447088,1.27946,3.09445,418.58,421.683
18,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,17.0,421.684,29.0,9.0,20.0,4.0,18.0,17.981,439.665,439.665,442.697,1.0,2.0,0.0,443.287,0.589555,21.9031,1.2135,0.0190308,1.11045,2.34298,443.809,446.164
