TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,0.0,5.34756,27.0,10.0,17.0,2.0,18.0,18.0074,23.3549,23.3557,26.3763,1.0,2.0,0.0,26.6751,0.298842,21.6276,1.2853,-0.0072454,1.40116,2.67921,27.188,29.8761
2,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,1.0,29.8764,23.0,12.0,11.0,2.0,15.0,14.5265,44.4029,44.4036,47.4237,0.0,2.0,0.0,47.8753,0.451548,18.2988,1.0113,0.473567,1.24845,2.73332,48.3929,51.1403
3,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,2.0,51.1406,24.0,7.0,17.0,2.0,15.0,14.8043,65.9449,65.9454,68.9711,0.0,1.0,1.0,69.4191,0.447953,18.5785,4.6191,0.195805,1.25205,6.06695,69.9342,76.004
4,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,3.0,76.0043,23.0,14.0,9.0,2.0,15.0,15.0147,91.019,91.0196,94.0517,1.0,1.0,0.0,94.5871,0.535387,18.8828,1.1477,-0.014643,1.16461,2.29767,95.1006,97.4015
5,0.6,1,2,0,0,0,SD8,7,12,7,7.2,SD,0.4,1.0,4.0,97.4018,25.0,6.0,19.0,2.0,17.0,16.5142,113.916,113.917,116.949,1.0,2.0,0.0,117.347,0.398208,20.2454,1.0098,0.485863,1.30179,2.79745,117.859,120.666
6,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,5.0,120.666,25.0,13.0,12.0,2.0,16.0,15.6509,136.317,136.318,139.346,1.0,2.0,0.0,139.923,0.576845,19.5574,1.4411,0.349146,1.12316,2.9134,140.447,143.362
7,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,6.0,143.363,27.0,16.0,11.0,3.0,17.0,16.5165,159.879,159.88,162.91,0.0,1.0,1.0,163.411,0.501066,20.3485,1.3267,0.483609,1.19893,3.00924,163.924,166.943
8,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,7.0,166.944,28.0,12.0,16.0,3.0,18.0,17.6342,184.578,184.579,187.607,0.0,2.0,1.0,188.123,0.515719,21.4792,1.2245,0.365897,1.18428,2.77468,188.646,191.424
9,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,8.0,191.424,30.0,8.0,22.0,2.0,19.0,18.7015,210.126,210.126,213.154,1.0,2.0,0.0,213.595,0.440982,22.4707,1.2297,0.29853,1.25902,2.78725,214.116,216.904
10,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,9.0,216.905,25.0,15.0,10.0,1.0,17.0,16.5064,233.411,233.412,236.435,0.0,2.0,1.0,236.971,0.535908,20.3664,2.3911,0.493655,1.16409,4.04885,237.493,241.552
11,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,10.0,241.552,23.0,12.0,11.0,2.0,15.0,14.7269,256.279,256.279,259.299,0.0,1.0,0.0,259.787,0.487896,18.5351,1.8808,0.273134,1.2121,3.36604,260.308,263.682
