TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,0.0,7.33527,19.0,10.0,9.0,1.0,15.0,14.5037,21.8389,21.84,24.8461,1.0,1.0,0.0,24.9822731018,0.13615436852,17.947,5.0846,0.496503,1.56384563446,7.14495,25.4908,32.6395
2,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,1.0,32.64,25.0,15.0,10.0,2.0,16.0,15.7191,48.3591,48.3598,51.3675,0.0,2.0,0.0,51.9891166687,0.621643543243,19.6492,1.4411,0.280957,1.07835638523,2.80041,52.4979,55.3026
3,0.2,1,2,0,0,-7,MD6,-2,24,-2,-0.8,MD,0.8,1.0,2.0,55.3031,23.0,11.0,12.0,2.0,16.0,15.9835,71.2867,71.2873,74.2936,1.0,2.0,0.0,75.3080825806,1.01451075077,20.305,1.5734,0.0165615,0.685489177704,2.27545,75.8175,78.0939
4,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,3.0,78.0943,23.0,13.0,10.0,2.0,18.0,17.7799,95.8742,95.8749,98.8821,1.0,NA,NA,NA,NA,2.0,1.2853,0.220222,NA,1.50552,100.89,102.399
5,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,4.0,102.399,29.0,13.0,16.0,2.0,18.0,17.8652,120.265,120.265,123.272,1.0,1,1,123.274040979,0.00238721084315,21.1746,1.1749,0.134873,1.69761278916,3.00739,123.784,126.792
6,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,5.0,126.793,23.0,10.0,13.0,2.0,15.0,14.9953,141.788,141.789,144.795,1.0,1,1,144.90505861,0.109629764629,18.4123,1.3267,0.0048021,1.59037023537,2.92187,145.414,148.34
7,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,6.0,148.34,28.0,20.0,8.0,2.0,19.0,18.5064,166.847,166.847,169.854,0.0,1,1,170.535948111,0.681890785403,22.4958,2.5575,0.49371,1.0181092146,4.06932,171.047,175.117
8,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,7.0,175.118,21.0,10.0,11.0,2.0,15.0,14.5038,189.622,189.622,192.63,1.0,2,0,192.751263269,0.121518858243,17.9335,1.1477,0.496294,1.57848114176,3.22248,193.261,196.487
9,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,8.0,196.487,23.0,13.0,10.0,1.0,17.0,16.5053,212.993,212.993,215.997,1.0,1,1,216.390007613,0.39269058191,20.2027,1.3975,0.494853,1.30730941809,3.19966,216.898,220.099
10,0.9,1,2,0,0,-10,MD8,3,5,3,3.5,MD,0.1,1.0,9.0,220.099,24.0,12.0,12.0,3.0,17.0,16.7058,236.805,236.806,239.813,1.0,1,1,240.268987594,0.455903464113,20.4697,1.8808,0.294303,1.24409653589,3.4192,240.777,244.199
