TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,0.0,19.1305,20.0,15.0,5.0,2.0,15.0,14.7237,33.8542,33.8551,36.8615,1.0,NA,NA,NA,NA,2.0,5.4629,0.27643,NA,5.73933,38.869,44.6119
2,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,1.0,44.6124,24.0,16.0,8.0,3.0,16.0,15.7936,60.4059,60.4066,63.4123,0.0,2,1,63.7442767274,0.331986821257,19.4319,4.653,0.206583,1.36801317874,6.2276,64.2531,70.4838
3,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,2.0,70.4842,25.0,13.0,12.0,2.0,16.0,15.5682,86.0524,86.0531,89.0572,1.0,1,0,89.4871399746,0.429905693338,19.3029,1.0587,0.431923,1.27009430666,2.76072,89.996,92.7588
4,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,3.0,92.7592,28.0,14.0,14.0,12.0,18.0,18.0038,110.763,110.764,113.77,1.0,1,1,114.126102017,0.356480611837,21.6669,1.2377,-0.0036794,1.34351938816,2.57754,114.634,117.218
5,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,4.0,117.218,26.0,16.0,10.0,3.0,18.0,17.8755,135.093,135.094,138.102,1.0,NA,NA,NA,NA,2.0,2.274,0.124625,NA,2.39862,140.111,142.514
6,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,5.0,142.515,24.0,11.0,13.0,3.0,15.0,14.9833,157.498,157.499,160.504,1.0,1,1,160.844082106,0.339913194592,18.6294,5.4629,0.0167864,1.36008680541,6.83977,161.353,168.198
7,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,6.0,168.198,31.0,20.0,11.0,3.0,19.0,18.9376,187.136,187.137,190.146,0.0,1,1,190.458796667,0.312899086508,22.5605,1.2135,0.0625293,1.38710091349,2.66313,190.967,193.632
8,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,7.0,193.632,22.0,15.0,7.0,3.0,15.0,14.502,208.134,208.135,211.139,1.0,1,1,211.497916322,0.35852945823,18.1659,1.7267,0.498088,1.34147054177,3.56626,212.008,215.578
9,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,8.0,215.579,22.0,11.0,11.0,3.0,17.0,16.7607,232.339,232.34,235.347,1.0,NA,NA,NA,NA,2.0,1.3679,0.239452,NA,1.60735,237.355,238.965
10,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,9.0,238.965,21.0,9.0,12.0,6.0,17.0,16.503,255.468,255.469,258.476,1.0,2,0,258.799871745,0.323712131474,20.1346,1.5966,0.497125,1.37628786853,3.47001,259.309,262.781
11,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,10.0,262.782,21.0,11.0,10.0,2.0,15.0,14.5041,277.286,277.287,280.296,1.0,1,0,280.686939195,0.391195931647,18.2053,2.2012,0.495969,1.30880406835,4.00597,281.196,285.208
12,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,11.0,285.208,20.0,10.0,10.0,1.0,16.0,15.5033,300.712,300.712,303.718,1.0,2,1,304.061922557,0.343735344301,19.1537,1.8631,0.496762,1.3562646557,3.71613,304.571,308.29
13,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,12.0,308.291,27.0,17.0,10.0,2.0,18.0,17.761,326.052,326.052,329.06,1.0,1,0,329.364784846,0.305284331902,21.3742,1.3248,0.239136,1.3947156681,2.95865,329.873,332.833
14,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,13.0,332.833,22.0,10.0,12.0,2.0,19.0,18.5063,351.34,351.34,354.346,0.0,1,0,354.771696064,0.425761040126,22.2384,2.4102,0.493793,1.27423895987,4.17823,355.28,359.459
15,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,14.0,359.46,24.0,12.0,12.0,2.0,16.0,15.5537,375.013,375.014,378.021,0.0,2,0,378.442714715,0.421570981271,19.283,1.4961,0.446378,1.27842901873,3.22091,378.951,382.173
16,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,15.0,382.174,24.0,14.0,10.0,1.0,15.0,14.7452,396.919,396.919,399.925,0.0,2,1,400.985756972,1.0605880699,19.1122,1.0098,0.25488,0.6394119301,1.90409,401.494,403.403
17,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,16.0,403.403,24.0,13.0,11.0,3.0,17.0,16.504,419.907,419.908,422.912,1.0,1,0,423.176789506,0.264673136233,20.0738,1.233,0.496067,1.43532686377,3.16439,423.686,426.853
18,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,17.0,426.853,18.0,4.0,14.0,2.0,15.0,14.503,441.356,441.357,444.362,0.0,1,0,444.623872481,0.26162599033,18.0709,1.048,0.497107,1.43837400967,2.98348,445.132,448.119
