TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,0.0,0.0373435,6.09349,6.05615,6.09382,9.12656,0.0,1.0,0.0,10.0,0.873452,10.2627,2.3911,0.826548,3.21765,10.3138,13.5431
2,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,1.0,13.5817,19.6419,6.06024,19.6421,22.675,1.0,1.0,0.0,23.368,0.693001,10.0864,1.1188,1.007,2.1258,23.6875,25.8249
3,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,2.0,25.8503,31.9072,6.0569,31.9075,34.9403,1.0,2.0,0.0,35.7679,0.827642,10.2176,1.1231,0.872358,1.99546,36.0869,38.0901
4,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,3.0,38.1111,44.1559,6.04488,44.1562,47.1888,0.0,1.0,1.0,47.6639,0.475085,9.85281,3.4263,1.22492,4.65122,47.9757,52.6386
5,0.8,1,2,0,0,0,SD6,12,14,12,11.2,SD,0.2,1.0,4.0,52.6642,58.7207,6.05652,58.721,61.7538,1.0,1.0,1.0,62.1519,0.398054,9.78767,3.6229,1.30195,4.92485,62.4723,67.4037
6,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,5.0,67.4431,73.5024,6.05925,73.5026,76.5355,1.0,1.0,0.0,78.184,1.64851,11.0408,1.1584,0.0514926,1.20989,78.504,79.7186
7,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,6.0,79.7454,85.8009,6.05553,85.8012,88.8342,0.0,2.0,0.0,89.3199,0.485766,9.87451,1.2245,1.21423,2.43873,89.6401,92.0839
8,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,7.0,92.1069,98.1661,6.0592,98.1664,101.199,0.0,1.0,1.0,101.672,0.472744,9.8649,2.5049,1.22726,3.73216,101.996,105.732
9,0.8,1,2,0,0,0,SD4,-3,-4,-3,-3.2,SD,0.2,1.0,8.0,105.755,111.798,6.04355,111.799,114.831,1.0,2.0,0.0,115.28,0.449027,9.82508,1.2493,1.25097,2.50027,115.602,118.114
10,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,9.0,118.146,124.196,6.05094,124.197,127.229,1.0,1.0,0.0,127.832,0.602413,9.98633,1.1342,1.09759,2.23179,128.149,130.396
11,0.9,1,2,0,0,-8,MD7,4,6,4,4.6,MD,0.1,1.0,10.0,130.432,136.495,6.06325,136.495,139.528,0.0,2.0,0.0,139.944,0.415545,9.81205,1.7448,1.28446,3.02926,140.254,143.294
12,0.2,1,2,0,0,0,SD12,6,29,6,5.8,SD,0.8,1.0,11.0,143.321,149.377,6.05607,149.377,152.41,0.0,1.0,1.0,152.904,0.493844,9.88295,1.1622,1.20616,2.36836,153.221,155.593
13,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,12.0,155.618,161.675,6.05772,161.676,164.708,1.0,2.0,0.0,165.112,0.403434,9.79415,1.3975,1.29657,2.69407,165.438,168.142
14,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,13.0,168.208,174.274,6.0654,174.274,177.307,1.0,1.0,1.0,177.704,0.396742,9.79543,1.1239,1.30326,2.42716,178.028,180.457
15,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,14.0,180.488,186.539,6.05075,186.539,189.572,0.0,1.0,0.0,190.0,0.427475,9.81131,3.1912,1.27252,4.46373,190.327,194.805
16,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,15.0,194.836,200.888,6.05144,200.888,203.921,0.0,1.0,0.0,204.28,0.359148,9.74365,1.1057,1.34085,2.44655,204.604,207.054
17,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,16.0,207.087,213.136,6.04948,213.136,216.169,1.0,2.0,1.0,216.888,0.718437,10.1011,3.9403,0.981563,4.92186,217.21,222.135
18,0.8,1,2,0,0,-9,MD9,5,8,5,4.6,MD,0.2,1.0,17.0,222.164,228.201,6.03685,228.201,231.234,1.0,2.0,0.0,231.792,0.557772,9.92768,4.7413,1.14223,5.88353,232.115,238.0
