TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,samplingCount_total,samplingCount_risky,samplingCount_safe,switchCount,samplingDur_assigned,samplingDur_total,samplingEndTime,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,sampling_pad,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.1,1,2,0,0,-5,MD5,-4,25,-4,-2,MD,0.9,1.0,0.0,4.49198,9.0,4.0,5.0,5.0,15.0,14.8806,19.3726,19.3734,22.3936,0.0,2.0,0.0,22.8437004089,0.450104981661,18.6517,1.233,0.119513,1.24989497662,2.60241,23.3626,25.977
2,0.9,1,2,0,0,-37,MD3,-5,10,-5,5.3,MD,0.1,1.0,1.0,25.9773,17.0,7.0,10.0,14.0,19.0,18.9994,44.9767,44.9772,48.0073,1.0,2.0,0.0,48.4357223511,0.428463548422,22.7584,4.653,0.00067738,1.27153646946,5.92521,48.951,54.8901
3,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,2.0,54.8904,12.0,5.0,7.0,9.0,15.0,14.5146,69.405,69.4055,72.4379,1.0,1.0,0.0,72.8675460815,0.429691821337,18.2772,1.8631,0.485454,1.27030813694,3.61886,73.3847,77.0043
4,0.8,1,2,0,0,0,SD7,3,4,3,3.2,SD,0.2,1.0,3.0,77.0046,19.0,10.0,9.0,15.0,15.0,14.5088,91.5134,91.5139,94.5351,1.0,1.0,1.0,95.0436248779,0.508483111858,18.3391,5.4629,0.491298,1.19151687622,7.14571,95.5649,102.718
5,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,4.0,102.718,19.0,8.0,11.0,9.0,19.0,18.6166,121.335,121.335,124.365,1.0,1.0,0.0,125.115531921,0.750330030918,22.6972,1.3679,0.383485,0.949670016766,2.70105,125.638,128.348
6,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,5.0,128.349,19.0,7.0,12.0,6.0,18.0,17.5748,145.923,145.924,148.945,0.0,1.0,0.0,149.395492554,0.450365126133,21.3468,1.7267,0.425287,1.24963486195,3.40162,149.914,153.329
7,0.3,1,2,0,0,-4,MD11,5,27,5,5.3,MD,0.7,1.0,6.0,153.329,16.0,8.0,8.0,13.0,15.0,14.5148,167.844,167.844,170.876,1.0,2.0,0.0,171.307449341,0.431168168783,18.2785,1.2377,0.48531,1.2688318491,2.99184,171.829,174.826
8,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,7.0,174.826,15.0,9.0,6.0,10.0,18.0,17.5139,192.34,192.341,195.374,0.0,1.0,1.0,195.891464233,0.517871260643,21.365,1.0098,0.486174,1.18212866783,2.6781,196.408,199.09
9,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,8.0,199.09,16.0,8.0,8.0,8.0,15.0,14.603,213.693,213.694,216.721,1.0,NA,NA,NA,NA,2.0,1.0587,0.397085,NA,1.45579,218.73,220.188
10,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,9.0,220.188,14.0,7.0,7.0,11.0,17.0,16.5143,236.702,236.703,239.735,0.0,1,1,240.291392291,0.5564675809,20.4035,1.048,0.485738,1.1435324191,2.67727,240.813,243.501
11,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,10.0,243.502,15.0,8.0,7.0,13.0,15.0,14.5147,258.017,258.017,261.049,1.0,1,1,261.435340049,0.386132213695,18.2336,1.4961,0.485359,1.31386778631,3.29533,261.949,265.249
