TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.7,0.1,1,0.9,30,38,RR11,-10,22,26,26.8,RR,0.3,1.0,0.0,0.376624,6.42715,6.05052,6.42747,9.44396,0.0,1.0,0.0,9.8401,0.396136,9.76347,1.3975,1.30386,2.70136,10.1679,12.8776
2,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,1.0,12.9549,18.9928,6.03786,18.993,22.0259,1.0,1.0,0.0,22.4,0.374121,9.74505,1.1239,1.32588,2.44978,22.716,25.1758
3,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,2.0,25.3294,31.3914,6.06198,31.3917,34.4247,1.0,2.0,0.0,34.928,0.503286,9.89855,1.2245,1.19671,2.42121,35.2449,37.6744
4,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,3.0,37.8932,43.9565,6.06331,43.9567,46.9896,1.0,1.0,1.0,47.952,0.962416,10.3588,2.5049,0.737584,3.24248,48.2742,51.5226
5,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,4.0,52.0952,58.155,6.05981,58.1552,61.1881,0.0,2.0,0.0,61.6561,0.46801,9.86095,3.4263,1.23199,4.65829,61.9789,66.6376
6,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,5.0,66.7039,72.7698,6.0659,72.7701,75.8029,0.0,2.0,0.0,76.1839,0.381038,9.78001,1.1584,1.31896,2.47736,76.5085,78.9863
7,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,6.0,79.0448,85.1018,6.05707,85.1021,88.1347,0.0,1.0,0.0,88.7039,0.569263,9.95917,2.3911,1.13074,3.52184,89.0266,92.5512
8,0.8,0.1,1,0.9,35,40,RR7,-20,24,29.5,27.2,RR,0.2,1.0,7.0,92.6291,98.6836,6.05446,98.6838,101.717,1.0,2.0,1.0,102.168,0.451433,9.83893,1.1231,1.24857,2.37167,102.497,104.883
9,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,8.0,105.145,111.182,6.0371,111.182,114.215,1.0,1.0,1.0,114.608,0.392725,9.76287,3.6229,1.30728,4.93018,114.93,119.865
10,0.4,1,2,0,0,-20,MD4,-4,15,-4,-6,MD,0.6,1.0,9.0,119.967,126.03,6.06386,126.031,129.064,0.0,2.0,0.0,129.52,0.456443,9.8534,1.7448,1.24356,2.98836,129.839,132.83
11,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,10.0,132.897,138.962,6.0657,138.963,141.995,0.0,1.0,1.0,142.336,0.340738,9.73941,1.1622,1.35926,2.52146,142.651,145.178
12,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,11.0,145.272,151.328,6.0559,151.328,154.361,0.0,1.0,0.0,154.824,0.463403,9.85235,1.1342,1.2366,2.3708,155.138,157.51
13,0.25,0.25,1,0.75,10,6,RR1,-8,2,5.5,5,RR,0.75,1.0,12.0,157.668,163.726,6.05769,163.726,166.759,1.0,1.0,0.0,167.504,0.74479,10.1358,1.1057,0.95521,2.06091,167.823,169.892
14,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,13.0,169.961,176.024,6.0627,176.024,179.041,0.0,1.0,1.0,179.368,0.326828,9.70634,1.2493,1.37317,2.62247,179.681,182.307
15,0.9,0.7,1,0.3,25,15,RR10,-3,5,5.4,6,RR,0.1,1.0,14.0,182.407,188.473,6.06546,188.473,191.506,1.0,1.0,0.0,191.928,0.421867,9.82037,3.9403,1.27813,5.21843,192.246,197.473
16,0.1,1,2,0,0,-1,MD10,2,42,2,3.3,MD,0.9,1.0,15.0,197.545,203.605,6.0597,203.605,206.638,1.0,1.0,1.0,207.112,0.474275,9.86689,1.1188,1.22573,2.34453,207.431,209.788
17,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,16.0,209.854,215.903,6.04959,215.903,218.936,0.0,2.0,0.0,219.792,0.855446,10.2381,3.1912,0.844554,4.03575,220.093,224.136
18,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,17.0,224.209,230.268,6.05924,230.269,233.301,0.0,1.0,0.0,233.672,0.370549,9.76265,4.7413,1.32945,6.07075,233.995,240.067
