Trial,Resp,LR,Outcome,RT
14,2,0,0,1.2344916258007288
14,2,0,0,0.7266073608770967
14,2,0,0,0.5522318799048662
14,2,0,0,0.141944314353168
14,2,0,0,0.052563395351171494
14,2,0,+3,0.9390758331865072
15,1,0,-9,0.652126157656312
15,1,0,-9,0.6554741654545069
15,1,0,-9,0.6688401475548744
15,1,0,-9,1.1582089830189943
15,1,0,-9,2.6215953547507524
15,1,0,+8,3.405853634700179
15,2,0,0,2.820355001837015
15,2,0,+5,0.4988929331302643
15,2,0,+5,0.10338161326944828
15,2,0,0,0.18615751154720783
15,2,0,+5,0.17646539118140936
15,2,0,0,0.1269456734880805
16,1,0,+14,0.6431672992184758
16,1,0,+14,0.16051109321415424
16,1,0,+14,1.8397830426692963
16,1,0,+30,3.7408051528036594
16,1,0,+30,2.4615350924432278
16,1,0,+14,1.3872611802071333
16,1,0,+14,0.9920024620369077
16,1,0,+30,8.199638277292252
16,2,0,+50,1.3678391808643937
16,2,0,+50,0.8482012059539557
16,2,0,-15,0.846313301473856
16,2,0,+50,1.9522802103310823
16,2,0,+50,5.145375390537083
16,2,0,-15,0.622388650663197
16,2,0,+50,1.1018176740035415
16,2,0,+50,0.40367914736270905
17,1,1,0,0.7590660918504
17,1,1,-4,0.5099715311080217
17,1,1,-4,0.09317145124077797
17,1,1,-4,0.24185067415237427
17,1,1,0,0.04981913883239031
17,1,1,0,0.6677564904093742
17,2,1,-2,1.0089346934109926
17,2,1,0,0.5787720317021012
17,2,1,-2,0.5771884582936764
17,2,1,-2,0.4650186523795128
17,2,1,0,0.0836662333458662
17,2,1,-2,0.6162612708285451
18,1,1,-8,1.0150764230638742
18,1,1,-8,0.9741040011867881
18,1,1,+6,0.25868360232561827
18,1,1,-8,0.08547295816242695
18,1,1,+6,0.317747806198895
18,1,1,+6,1.9526192778721452
18,1,1,+6,0.4815325243398547
18,1,1,-8,0.23963842913508415
18,2,1,0,0.6642347946763039
18,2,1,+4,0.35993415024131536
18,2,1,0,1.1137031614780426
18,2,1,+4,1.1181869329884648
18,2,1,+4,0.7076505413278937
18,2,1,+4,1.7086583049967885
18,2,1,+4,1.0878290617838502
18,2,1,0,7.35427232645452
