Trial,Resp,LR,Outcome,RT
1,1,0,+30,2.4249905608594418
1,2,0,-10,1.1534907333552837
1,1,0,+30,2.1735078003257513
1,2,0,+35,0.6988793406635523
1,1,0,+10,2.8118839766830206
1,2,0,+35,3.2718034014105797
1,1,0,+10,2.7814630502834916
1,2,0,+35,1.6156216487288475
1,1,0,+30,3.3962298557162285
1,2,0,-10,1.908218045718968
1,1,0,+30,1.9167664740234613
1,2,0,-10,3.5358286388218403
1,1,0,+30,1.513597815297544
1,2,0,+35,1.5713046165183187
1,1,0,+10,2.107975261285901
1,2,0,+35,0.779606862924993
2,1,0,0,1.0121475281193852
2,1,0,+12,0.8675306970253587
2,1,0,0,0.4914296716451645
2,1,0,0,0.42801536060869694
2,1,0,+12,0.40248334873467684
2,1,0,0,0.8897422635927796
2,1,0,+12,0.5035379314795136
2,1,0,0,0.9494627024978399
2,2,0,0,0.03459243942052126
2,2,0,+7,0.7846502093598247
2,2,0,0,0.4701088182628155
2,2,0,+7,0.8462661039084196
2,2,0,0,0.34165168926119804
2,2,0,0,0.2466723807156086
2,2,0,+7,0.34288298059254885
2,2,0,+7,0.15308332443237305
3,1,0,-4,3.308428358286619
3,1,0,+27,0.6077109538018703
3,1,0,+27,1.5181922195479274
3,1,0,-4,5.728751264512539
3,1,0,-4,1.5090079447254539
3,1,0,+27,1.0861571338027716
3,1,0,-4,3.359714398160577
3,2,0,+5,1.913503797724843
3,2,0,0,0.7928950628265738
3,2,0,0,0.6186305908486247
3,2,0,+5,0.3708715317770839
3,2,0,+5,0.3658074187114835
3,2,0,0,0.6793236769735813
3,2,0,+5,0.8153448821976781
4,2,1,-15,3.209772923029959
4,2,1,+50,0.4883822174742818
4,2,1,+50,1.3164885742589831
4,2,1,+50,1.3282838203012943
4,2,1,+50,3.870648759417236
4,2,1,-15,3.2396867591887712
4,1,1,+12,10.52581746224314
4,1,1,+25,0.5582799687981606
4,1,1,+12,0.34875926934182644
4,1,1,+25,7.396774705499411
4,1,1,+25,1.8864897824823856
4,1,1,+25,1.425229568965733
5,2,1,-4,0.6951571488752961
5,2,1,-4,0.3182835942134261
5,2,1,+18,0.2575047956779599
5,2,1,-4,0.5158810475841165
5,2,1,+18,1.6163435839116573
5,2,1,+18,0.5267062867060304
5,2,1,-4,0.9210954373702407
5,2,1,-4,0.4950627535581589
5,1,1,+2,1.559153312817216
5,1,1,+10,0.5171081842854619
5,1,1,+10,1.2098601441830397
5,1,1,+2,1.2302192989736795
5,1,1,+2,2.457681503146887
5,1,1,+10,1.184685324318707
5,1,1,+10,8.825059657916427
5,1,1,+10,4.3824379639700055
6,2,1,0,1.0133931674063206
6,2,1,-4,0.20556893851608038
6,2,1,0,0.4606692995876074
6,2,1,-4,1.6903826408088207
6,2,1,-4,0.7082478739321232
6,2,1,-4,2.7896576849743724
6,2,1,-4,1.3102471642196178
6,1,1,+25,1.8083434021100402
6,1,1,+25,0.3856889335438609
6,1,1,+25,0.8405755842104554
6,1,1,+25,0.9253507731482387
6,1,1,-5,1.28143812995404
6,1,1,+25,0.9657345460727811
6,1,1,-5,0.6414228761568666
7,1,0,0,1.318064596503973
7,1,0,0,0.3377882828935981
7,1,0,0,0.4904917608946562
7,1,0,0,0.3653244925662875
7,1,0,+29,0.38543331157416105
7,1,0,0,0.48475857451558113
7,2,0,+6,1.0589815145358443
7,2,0,+6,0.5176424607634544
7,2,0,0,0.27161989733576775
7,2,0,+6,0.5376742538064718
7,2,0,+6,0.7403354430571198
7,2,0,0,1.6522643510252237
8,1,0,-30,0.6311942124739289
8,1,0,+2,0.33746280893683434
8,1,0,-30,0.8381662415340543
8,1,0,+2,4.454294226132333
8,1,0,-30,1.6435728203505278
8,1,0,+2,5.294631933793426
8,1,0,-30,1.9141857093200088
8,2,0,0,5.670072571374476
8,2,0,-1,0.5499297706410289
8,2,0,-1,0.06765416543930769
8,2,0,0,0.36904139816761017
8,2,0,-1,0.18142453674227
8,2,0,-1,0.6545034060254693
8,2,0,0,0.1579461870715022
9,1,1,-7,0.663274229504168
9,1,1,+24,0.3475853707641363
9,1,1,+24,0.5032804207876325
9,1,1,+24,0.3078914377838373
9,1,1,+24,0.7648683758452535
9,1,1,+24,0.3103392943739891
9,1,1,+24,0.3339105285704136
9,1,1,+24,0.02615955099463463
9,2,1,-2,1.1373706785961986
9,2,1,-2,0.6705951429903507
9,2,1,0,3.195149597711861
9,2,1,0,0.5423166090622544
9,2,1,-2,0.6395598920062184
9,2,1,0,0.8696145657449961
9,2,1,0,0.7322657871991396
9,2,1,0,0.5236845081672072
10,1,0,-32,0.9030021447688341
10,1,0,0,0.5578718045726418
10,1,0,-32,0.05554024316370487
10,1,0,-32,1.6231117192655802
10,1,0,-32,3.834305478259921
10,1,0,0,2.5126670794561505
10,1,0,-32,0.6805640300735831
10,2,0,0,2.1781773418188095
10,2,0,-3,0.3745378414168954
10,2,0,0,0.40217373240739107
10,2,0,0,0.6599413240328431
10,2,0,-3,0.06227854918688536
10,2,0,-3,0.4951677219942212
10,2,0,0,0.446335201151669
11,1,1,+15,1.632559921592474
11,1,1,+15,0.6636419929563999
11,1,1,+15,0.7441425891593099
11,1,1,+5,1.462172070518136
11,1,1,+15,0.6753896633163095
11,1,1,+15,0.44987313263118267
11,2,1,-3,1.6443094797432423
11,2,1,-3,0.34871547017246485
11,2,1,+25,0.404066544957459
11,2,1,-3,2.4467607345432043
11,2,1,-3,2.882511214353144
11,2,1,-3,1.0072842873632908
12,1,1,0,0.6254591383039951
12,1,1,0,0.31655578408390284
12,1,1,0,0.37948528211563826
12,1,1,0,0.45302706491202116
12,1,1,0,0.27682107128202915
12,1,1,0,0.7117567323148251
12,1,1,0,0.7319172797724605
12,2,1,-3,0.9904105812311172
12,2,1,-3,0.550896754488349
12,2,1,0,0.4082214441150427
12,2,1,-3,0.2773938626050949
12,2,1,0,0.26966440584510565
12,2,1,0,0.043310023844242096
12,2,1,0,0.3847514009103179
13,1,1,0,0.703971017152071
13,1,1,0,0.2472187401726842
13,1,1,-34,0.6535881496965885
13,1,1,-34,0.4073862349614501
13,1,1,-34,0.5225098542869091
13,1,1,0,0.2310035340487957
13,1,1,0,0.46625145338475704
13,2,1,-7,1.512225310318172
13,2,1,0,1.4708987176418304
13,2,1,0,1.083473289385438
13,2,1,0,0.21295253094285727
13,2,1,-7,0.1406197613105178
13,2,1,0,0.15764752123504877
13,2,1,0,0.18934957962483168
14,1,0,+5,0.8365260306745768
14,1,0,+5,0.2041307333856821
14,1,0,-10,0.169580583460629
14,1,0,-10,1.942376266233623
14,1,0,-10,1.0242138775065541
14,1,0,+5,0.4231170043349266
